# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1563   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  827         8.0000000000000000E+000         5.3746174254634393E+000         5.0581242124475034E+000         3.5176585735562753E+000        -9.3968563572055450E-002         4.2613585908616329E+000         0.0000000000000000E+000            0.098265            0.734291           -0.959328           -2.591536           -4.021760           -5.749357           -7.661594           -8.691329           -8.997402           -4.160632           -2.229600           -2.784777           -0.610761           -2.363185           -4.253823           -2.273234           -5.478817           -4.241083           -2.317521           -2.270862           -5.504102           -5.623548           -4.222885           -2.296129           -5.503171            5.000000
  828         8.0000000000000000E+000         5.3746622332647949E+000         5.0430963784461671E+000         3.5158938534620248E+000        -1.1645481592246372E-001         4.2754982924395879E+000         0.0000000000000000E+000            0.098267            0.738955           -0.911598           -2.530107           -3.987541           -5.750487           -7.700726           -8.734308           -9.042970           -4.143666           -2.188538           -2.740911           -0.575242           -2.301767           -4.245369           -2.212073           -5.480515           -4.230270           -2.256406           -2.210119           -5.506044           -5.630933           -4.212218           -2.234802           -5.504976            5.000000
  829         8.0000000000000000E+000         5.3747112362228817E+000         5.0242493848085585E+000         3.5139596187329141E+000        -1.4077253686995117E-001         4.2904576464340121E+000         0.0000000000000000E+000            0.098269            0.744884           -0.858268           -2.462162           -3.949290           -5.749487           -7.742194           -8.779953           -9.091379           -4.123692           -2.141606           -2.692255           -0.535076           -2.233709           -4.234723           -2.144683           -5.480564           -4.216975           -2.189065           -2.143198           -5.506367           -5.637265           -4.199090           -2.167245           -5.505101            5.000000
  830         8.0000000000000000E+000         5.3747699811564456E+000         4.9962860065084804E+000         3.5118406552006922E+000        -1.6737129502337411E-001         4.3061632782766361E+000         0.0000000000000000E+000            0.098268            0.752726           -0.798629           -2.387305           -3.906748           -5.745540           -7.785804           -8.828074           -9.142456           -4.100194           -2.087774           -2.638533           -0.489422           -2.158535           -4.221410           -2.070813           -5.478354           -4.200681           -2.115250           -2.069858           -5.504459           -5.641983           -4.182989           -2.093215           -5.502914            5.000000
  831         8.0000000000000000E+000         5.3748404600918178E+000         4.9551805610682669E+000         3.5095757574896624E+000        -1.9518375997455309E-001         4.3213351755774614E+000         0.0000000000000000E+000            0.098269            0.764351           -0.731585           -2.304999           -3.858727           -5.735721           -7.828231           -8.875278           -9.192703           -4.071153           -2.025169           -2.578830           -0.436780           -2.075613           -4.203199           -1.990122           -5.471189           -4.179180           -2.034620           -1.989763           -5.497621           -5.642275           -4.161709           -2.012389           -5.495690            5.000000
  832         8.0000000000000000E+000         5.3749093270844179E+000         4.9066296907049951E+000         3.5072185107185261E+000        -2.2383534304220240E-001         4.3362845762888682E+000         0.0000000000000000E+000            0.098272            0.778011           -0.660532           -2.219565           -3.808681           -5.721472           -7.870096           -8.922059           -9.242538           -4.039037           -1.956586           -2.516920           -0.379902           -1.989166           -4.182262           -1.907100           -5.460703           -4.154692           -1.951666           -1.907398           -5.487481           -5.639606           -4.137472           -1.929277           -5.485040            5.000000
  833         8.0000000000000000E+000         5.3749372163186893E+000         4.8854704952332169E+000         3.5062529423328956E+000        -2.3535343285738203E-001         4.3420631049850709E+000         0.0000000000000000E+000            0.098272            0.784224           -0.630837           -2.184456           -3.787986           -5.714126           -7.886320           -8.940289           -9.261977           -4.025077           -1.927164           -2.491455           -0.355757           -1.953515           -4.172850           -1.873230           -5.455231           -4.143784           -1.917827           -1.873811           -5.482152           -5.637354           -4.126673           -1.895390           -5.479466            5.000000
  834         8.0000000000000000E+000         5.3749595273500184E+000         4.8653886567864175E+000         3.5047203988453117E+000        -2.5464490712385507E-001         4.3534343152982409E+000         0.0000000000000000E+000            0.098272            0.789254           -0.589223           -2.135177           -3.761534           -5.707150           -7.917471           -8.974575           -9.298201           -4.008518           -1.885305           -2.457506           -0.322442           -1.903205           -4.163459           -1.826213           -5.451654           -4.131968           -1.870861           -1.827256           -5.478806           -5.638907           -4.115038           -1.848365           -5.475684            5.000000
  835         8.0000000000000000E+000         5.3749634751122075E+000         4.8629117787186527E+000         3.5063394738449389E+000        -2.3285790873782541E-001         4.3379025135062008E+000         0.0000000000000000E+000            0.098273            0.791681           -0.624591           -2.178255           -3.780550           -5.705562           -7.875783           -8.929621           -9.251127           -4.017075           -1.920565           -2.484451           -0.349249           -1.947375           -4.164467           -1.866963           -5.446513           -4.135527           -1.911559           -1.867529           -5.473423           -5.628368           -4.118407           -1.889128           -5.470757            5.000000
  836         8.0000000000000000E+000         5.3749664512516686E+000         4.8618729756858032E+000         3.5080974692736357E+000        -2.1058945160882353E-001         4.3225735673920447E+000         0.0000000000000000E+000            0.098272            0.791396           -0.666899           -2.230336           -3.806399           -5.706433           -7.834206           -8.884436           -9.203659           -4.030354           -1.961702           -2.519038           -0.381507           -2.000382           -4.169476           -1.916966           -5.444173           -4.143228           -1.961508           -1.917032           -5.470823           -5.620194           -4.125913           -1.939176           -5.468582            5.000000
  837         8.0000000000000000E+000         5.3749690210248247E+000         4.8609392182508406E+000         3.5098340629647948E+000        -1.8839493736421839E-001         4.3072422531225740E+000         0.0000000000000000E+000            0.098272            0.791291           -0.708688           -2.282712           -3.832701           -5.705641           -7.792541           -8.839185           -9.156089           -4.043118           -2.001026           -2.554139           -0.412867           -2.053441           -4.174010           -1.967742           -5.440818           -4.150345           -2.012236           -1.967339           -5.467214           -5.611107           -4.132851           -1.990031           -5.465325            5.000000
  838         8.0000000000000000E+000         5.3749746042074236E+000         4.8585031563083296E+000         3.5092852478635708E+000        -1.9559404838493016E-001         4.3120286038327835E+000         0.0000000000000000E+000            0.098272            0.791626           -0.695265           -2.265899           -3.824139           -5.705880           -7.805570           -8.853344           -9.170996           -4.038943           -1.988553           -2.542778           -0.402763           -2.036434           -4.172439           -1.951384           -5.441802           -4.147966           -1.995893           -1.951126           -5.468278           -5.613897           -4.130527           -1.973644           -5.466285            5.000000
  839         8.0000000000000000E+000         5.3749823059911366E+000         4.8549657980668588E+000         3.5071878531411786E+000        -2.2225011562198399E-001         4.3299792572120266E+000         0.0000000000000000E+000            0.098273            0.792979           -0.643619           -2.201906           -3.791557           -5.704837           -7.854419           -8.906513           -9.226933           -4.022165           -1.939230           -2.499654           -0.363477           -1.971504           -4.165572           -1.889546           -5.444156           -4.137942           -1.934115           -1.889867           -5.470939           -5.623189           -4.120727           -1.911727           -5.468487            5.000000
  840         8.0000000000000000E+000         5.3749908648954667E+000         4.8500870427175915E+000         3.5051233866021452E+000        -2.4892604093006129E-001         4.3479609406905420E+000         0.0000000000000000E+000            0.098274            0.793670           -0.594105           -2.141855           -3.762187           -5.702877           -7.903092           -8.959391           -9.282479           -4.006658           -1.890219           -2.460135           -0.325264           -1.910175           -4.159719           -1.832277           -5.446436           -4.128872           -1.876911           -1.833199           -5.473528           -5.632339           -4.111894           -1.854429           -5.470526            5.000000
  841         8.0000000000000000E+000         5.3750029694939556E+000         4.8416495154625849E+000         3.5030137831984764E+000        -2.7592889365921275E-001         4.3657692776383543E+000         0.0000000000000000E+000            0.098273            0.795227           -0.539932           -2.076665           -3.730011           -5.695731           -7.951288           -9.011920           -9.337635           -3.987426           -1.834075           -2.417386           -0.282587           -1.843419           -4.150645           -1.770770           -5.444890           -4.116254           -1.815486           -1.772398           -5.472311           -5.638147           -4.099551           -1.792964           -5.468607            5.000000
  842         8.0000000000000000E+000         5.3750217553984942E+000         4.8235792207386980E+000         3.5007940792040912E+000        -3.0388360968998523E-001         4.3832212071473329E+000         0.0000000000000000E+000            0.098273            0.799568           -0.474544           -1.997736           -3.689345           -5.679383           -7.998691           -9.064010           -9.392406           -3.959776           -1.763889           -2.364965           -0.230004           -1.762718           -4.134373           -1.696617           -5.435975           -4.095857           -1.741443           -1.699124           -5.463773           -5.637598           -4.079486           -1.718939           -5.459159            5.000000
  843         8.0000000000000000E+000         5.3750432661320398E+000         4.7997809792509170E+000         3.5016493090388217E+000        -2.9185472521487876E-001         4.3724652867226270E+000         0.0000000000000000E+000            0.098275            0.806976           -0.490551           -2.018800           -3.695279           -5.676189           -7.970389           -9.033918           -9.361216           -3.960771           -1.781724           -2.375512           -0.241190           -1.784485           -4.130920           -1.715786           -5.429756           -4.094034           -1.760569           -1.717950           -5.457407           -5.628096           -4.077531           -1.738053           -5.453161            5.000000
  844         8.0000000000000000E+000         5.3750495638522482E+000         4.7958585743967408E+000         3.5032535946516083E+000        -2.6985899883686559E-001         4.3565306389879188E+000         0.0000000000000000E+000            0.098273            0.810808           -0.528840           -2.066059           -3.715556           -5.678575           -7.927834           -8.988054           -9.313315           -3.971557           -1.822622           -2.404185           -0.270608           -1.833015           -4.133634           -1.759807           -5.427063           -4.099648           -1.804515           -1.761370           -5.454447           -5.619488           -4.082914           -1.781999           -5.450827            5.000000
  845         8.0000000000000000E+000         5.3750555456438240E+000         4.7918123843180682E+000         3.5049695588334004E+000        -2.4763396545021879E-001         4.3407998332118369E+000         0.0000000000000000E+000            0.098274            0.812490           -0.569676           -2.115745           -3.738474           -5.681124           -7.885513           -8.942228           -9.265342           -3.983951           -1.864967           -2.435692           -0.302155           -1.883977           -4.137786           -1.806519           -5.425090           -4.106674           -1.851162           -1.807513           -5.452205           -5.611549           -4.089717           -1.828680           -5.449152            5.000000
  846         8.0000000000000000E+000         5.3750585718654129E+000         4.7896460887687162E+000         3.5066837397954518E+000        -2.2527301146421549E-001         4.3250967698900267E+000         0.0000000000000000E+000            0.098273            0.813737           -0.608775           -2.163331           -3.760621           -5.681029           -7.843190           -8.896433           -9.217333           -3.994830           -1.903871           -2.466237           -0.332018           -1.932674           -4.140667           -1.851706           -5.421350           -4.112240           -1.896294           -1.852195           -5.448210           -5.602104           -4.095084           -1.873884           -5.445626            5.000000
  847         8.0000000000000000E+000         5.3750610928458409E+000         4.7876530402690527E+000         3.5062702805725383E+000        -2.3304679606025896E-001         4.3310332296741638E+000         0.0000000000000000E+000            0.098275            0.809858           -0.604342           -2.157442           -3.760794           -5.686754           -7.858747           -8.912750           -9.234310           -3.997800           -1.900171           -2.464358           -0.329494           -1.926526           -4.145530           -1.846267           -5.427856           -4.116477           -1.890865           -1.846859           -5.454777           -5.609952           -4.099366           -1.868432           -5.452091            5.000000
  848         8.0000000000000000E+000         5.3750614349955672E+000         4.7873990956983734E+000         3.5047063833948031E+000        -2.5494162121953723E-001         4.3466491573541521E+000         0.0000000000000000E+000            0.098275            0.806612           -0.571593           -2.117511           -3.744078           -5.689863           -7.900532           -8.957661           -9.281310           -3.991148           -1.867695           -2.439981           -0.304870           -1.885529           -4.146154           -1.808566           -5.434400           -4.114641           -1.853214           -1.809612           -5.461554           -5.621700           -4.097713           -1.830718           -5.458427            5.000000
  849         8.0000000000000000E+000         5.3750617048605047E+000         4.7871999517668202E+000         3.5036843088936251E+000        -2.7537858406950050E-001         4.3629795834182330E+000         0.0000000000000000E+000            0.098275            0.793723           -0.563470           -2.106209           -3.748478           -5.706327           -7.943007           -9.002017           -9.327331           -4.001762           -1.860440           -2.439224           -0.301182           -1.873426           -4.161560           -1.798765           -5.453431           -4.128379           -1.843446           -1.800097           -5.480742           -5.644194           -4.111577           -1.820917           -5.477291            5.000000
  850         8.0000000000000000E+000         5.3750622562688228E+000         4.7868356151177718E+000         3.5031283952003442E+000        -2.9449074695691319E-001         4.3798346350455901E+000         0.0000000000000000E+000            0.098274            0.772913           -0.576957           -2.120061           -3.771045           -5.735165           -7.985877           -9.045705           -9.372346           -4.027590           -1.876060           -2.458860           -0.315953           -1.886785           -4.189949           -1.813238           -5.483706           -4.155861           -1.857932           -1.814678           -5.511101           -5.676330           -4.139126           -1.835377           -5.507470            5.000000
  851         8.0000000000000000E+000         5.3750628866256678E+000         4.7863868025618377E+000         3.5028285008861877E+000        -3.1546587167386542E-001         4.3995690103402829E+000         0.0000000000000000E+000            0.098274            0.743313           -0.608630           -2.154916           -3.810487           -5.777804           -8.035393           -9.095378           -9.423310           -4.068693           -1.911375           -2.496616           -0.346748           -1.921309           -4.232309           -1.848074           -5.527024           -4.197771           -1.892766           -1.849499           -5.554462           -5.720560           -4.181065           -1.870182           -5.550743            5.000000
  852         8.0000000000000000E+000         5.3750636103142684E+000         4.7856263131355981E+000         3.5038315021643140E+000        -3.3023752287344649E-001         4.4182833013730267E+000         0.0000000000000000E+000            0.098275            0.695434           -0.699044           -2.258880           -3.897217           -5.852379           -8.079990           -9.137015           -9.465137           -4.149006           -2.009687           -2.588327           -0.427307           -2.025856           -4.307202           -1.949171           -5.598265           -4.274582           -1.993793           -1.950035           -5.625528           -5.787843           -4.257716           -1.971176           -5.622219            5.000000
  853         8.0000000000000000E+000         5.3750646278934280E+000         4.7843551069412094E+000         3.5053351216124482E+000        -3.1057311109527413E-001         4.4045175684890872E+000         0.0000000000000000E+000            0.098274            0.696078           -0.735465           -2.302864           -3.917868           -5.854556           -8.043052           -9.096857           -9.423004           -4.160154           -2.046843           -2.616484           -0.455512           -2.070911           -4.311115           -1.990699           -5.596660           -4.280998           -2.035264           -1.991087           -5.623688           -5.781018           -4.263941           -2.012691           -5.620859            5.000000
  854         8.0000000000000000E+000         5.3750656891555604E+000         4.7832106372051939E+000         3.5061357262479516E+000        -2.9089795889325354E-001         4.3879401457403135E+000         0.0000000000000000E+000            0.098275            0.712615           -0.732481           -2.301188           -3.904500           -5.830933           -8.000376           -9.052785           -9.377396           -4.141601           -2.041568           -2.607107           -0.449583           -2.069813           -4.288945           -1.988220           -5.571443           -4.260043           -2.032768           -1.988442           -5.598356           -5.753225           -4.242899           -2.010245           -5.595735            5.000000
  855         8.0000000000000000E+000         5.3750669904562649E+000         4.7818704208267402E+000         3.5071493362541024E+000        -2.7059874663104899E-001         4.3715723810706155E+000         0.0000000000000000E+000            0.098274            0.725505           -0.739494           -2.311508           -3.899881           -5.812447           -7.957767           -9.008279           -9.331174           -4.129994           -2.046349           -2.607548           -0.451999           -2.080756           -4.272676           -1.997522           -5.551087           -4.245308           -2.042045           -1.997508           -5.577851           -5.729570           -4.228055           -2.019588           -5.575479            5.000000
  856         8.0000000000000000E+000         5.3750701783418675E+000         4.7784762326254082E+000         3.5081197714387673E+000        -2.5043372949961284E-001         4.3549748053104338E+000         0.0000000000000000E+000            0.098274            0.739645           -0.743949           -2.319236           -3.893334           -5.791864           -7.914608           -8.963345           -9.284552           -4.116413           -2.048085           -2.605893           -0.452016           -2.089006           -4.254638           -2.004452           -5.528938           -4.228704           -2.048954           -2.004226           -5.555563           -5.704295           -4.211352           -2.026570           -5.553402            5.000000
  857         8.0000000000000000E+000         5.3750717384605808E+000         4.7769640626687595E+000         3.5095552696017496E+000        -2.2579698524902275E-001         4.3359403244629089E+000         0.0000000000000000E+000            0.098274            0.750626           -0.763695           -2.345869           -3.898617           -5.774928           -7.864402           -8.910338           -9.229292           -4.110600           -2.064325           -2.618467           -0.464108           -2.116248           -4.242119           -2.029978           -5.509955           -4.218291           -2.074446           -2.029411           -5.536373           -5.680644           -4.200795           -2.052176           -5.534496            5.000000
  858         8.0000000000000000E+000         5.3750726963770159E+000         4.7763387783962390E+000         3.5108369905884080E+000        -2.0152734180333398E-001         4.3167407389619097E+000         0.0000000000000000E+000            0.098274            0.764250           -0.776147           -2.364298           -3.898022           -5.753355           -7.814009           -8.857539           -9.174347           -4.099591           -2.072480           -2.624484           -0.469850           -2.135122           -4.225152           -2.047721           -5.486911           -4.203143           -2.092163           -2.046876           -5.513147           -5.653494           -4.185527           -2.070011           -5.511484            5.000000
  859         8.0000000000000000E+000         5.3750756233104493E+000         4.7748239664831944E+000         3.5092415623857107E+000        -2.0591102488704455E-001         4.3146054347254923E+000         0.0000000000000000E+000            0.098276            0.793343           -0.698560           -2.271780           -3.830265           -5.712380           -7.811971           -8.859468           -9.177662           -4.045224           -1.994174           -2.548635           -0.404749           -2.042226           -4.178727           -1.956970           -5.448214           -4.154261           -2.001470           -1.956655           -5.474690           -5.620304           -4.136818           -1.979206           -5.472707            5.000000
  860         8.0000000000000000E+000         5.3750776930468351E+000         4.7736019854917080E+000         3.5069621044950043E+000        -2.2930811507915133E-001         4.3287739234972822E+000         0.0000000000000000E+000            0.098275            0.804081           -0.629691           -2.187956           -3.780813           -5.697167           -7.851759           -8.904173           -9.225098           -4.012958           -1.926424           -2.487768           -0.350172           -1.957404           -4.157347           -1.875720           -5.436839           -4.129398           -1.920292           -1.876075           -5.463654           -5.616563           -4.112205           -1.897886           -5.461154            5.000000
  861         8.0000000000000000E+000         5.3750803518398644E+000         4.7716918464475322E+000         3.5048312270139501E+000        -2.5252986152452217E-001         4.3432989597575204E+000         0.0000000000000000E+000            0.098277            0.811635           -0.569096           -2.115395           -3.740098           -5.684378           -7.891952           -8.948851           -9.272301           -3.986400           -1.865069           -2.436620           -0.301829           -1.883507           -4.140831           -1.806277           -5.428625           -4.109515           -1.850922           -1.807291           -5.455760           -5.615511           -4.092573           -1.828431           -5.452671            5.000000
  862         8.0000000000000000E+000         5.3750840225500953E+000         4.7684877564269863E+000         3.5028661705102087E+000        -2.7554009808255692E-001         4.3581582740362119E+000         0.0000000000000000E+000            0.098277            0.815717           -0.514238           -2.049483           -3.705315           -5.672745           -7.932558           -8.993560           -9.319335           -3.963633           -1.807601           -2.391945           -0.258062           -1.816136           -4.127620           -1.743957           -5.422380           -4.092956           -1.788682           -1.745657           -5.449828           -5.616199           -4.076275           -1.766163           -5.446065            5.000000
  863         8.0000000000000000E+000         5.3750897318527455E+000         4.7624077847215807E+000         3.5007739540644023E+000        -3.0217644183028103E-001         4.3758735372101292E+000         0.0000000000000000E+000            0.098276            0.816832           -0.455596           -1.978108           -3.670097           -5.660361           -7.980399           -9.045807           -9.374119           -3.940652           -1.744411           -2.345628           -0.211460           -1.743083           -4.115377           -1.677106           -5.417049           -4.076815           -1.721934           -1.679636           -5.444851           -5.618767           -4.060448           -1.699434           -5.440227            5.000000
  864         8.0000000000000000E+000         5.3751002167443778E+000         4.7485719470611478E+000         3.4985579977732826E+000        -3.3002600187492442E-001         4.3935996512985138E+000         0.0000000000000000E+000            0.098277            0.820727           -0.385925           -1.893454           -3.626852           -5.639546           -8.028331           -9.098562           -9.429535           -3.909850           -1.667774           -2.290078           -0.155118           -1.656556           -4.096563           -1.597999           -5.405066           -4.053520           -1.642959           -1.601519           -5.433269           -5.615706           -4.037525           -1.620530           -5.427578            5.000000
  865         8.0000000000000000E+000         5.3751184987857075E+000         4.7208914695981550E+000         3.5012402454917435E+000        -3.3181599083488644E-001         4.4035860131672688E+000         0.0000000000000000E+000            0.098277            0.765243           -0.540574           -2.076053           -3.759320           -5.744355           -8.048141           -9.111683           -9.441389           -4.027010           -1.839183           -2.437020           -0.288508           -1.841229           -4.198879           -1.772726           -5.498938           -4.161353           -1.817500           -1.774801           -5.526648           -5.698540           -4.144889           -1.794931           -5.522271            5.000000
  866         8.0000000000000000E+000         5.3751252539375223E+000         4.7105310227387154E+000         3.5008902080717892E+000        -3.1914613778852996E-001         4.3885637259685746E+000         0.0000000000000000E+000            0.098278            0.797072           -0.489066           -2.017492           -3.707236           -5.696149           -8.011528           -9.076248           -9.405441           -3.977044           -1.782659           -2.383206           -0.241567           -1.782473           -4.150955           -1.715570           -5.452201           -4.112685           -1.760377           -1.717916           -5.479978           -5.653315           -4.096288           -1.737843           -5.475426            5.000000
  867         8.0000000000000000E+000         5.3751256699355681E+000         4.7100063574235289E+000         3.5007179066595016E+000        -3.0338676273660636E-001         4.3720668489288146E+000         0.0000000000000000E+000            0.098278            0.827959           -0.443145           -1.965436           -3.658431           -5.649280           -7.970964           -9.036481           -9.364887           -3.929304           -1.731930           -2.333651           -0.199267           -1.730361           -4.104320           -1.664547           -5.406169           -4.065651           -1.709377           -1.667097           -5.433981           -5.608102           -4.049293           -1.686878           -5.429332            5.000000
  868         8.0000000000000000E+000         5.3751258040652852E+000         4.7098719997958201E+000         3.5021118134865494E+000        -2.8195007430160102E-001         4.3561934121206880E+000         0.0000000000000000E+000            0.098278            0.834510           -0.473399           -2.003319           -3.671891           -5.647789           -7.929006           -8.991666           -9.318185           -3.934702           -1.764602           -2.354610           -0.221976           -1.769397           -4.102533           -1.699451           -5.399854           -4.066490           -1.744214           -1.701461           -5.427427           -5.596489           -4.049920           -1.721701           -5.423367            5.000000
  869         8.0000000000000000E+000         5.3751259234120452E+000         4.7097716560318998E+000         3.5038649505211490E+000        -2.5962230267531522E-001         4.3408689426005900E+000         0.0000000000000000E+000            0.098278            0.834821           -0.519004           -2.058849           -3.698621           -5.654573           -7.887661           -8.946694           -9.271074           -3.950943           -1.812974           -2.390371           -0.257769           -1.826284           -4.110069           -1.751552           -5.401371           -4.077125           -1.796238           -1.752920           -5.428658           -5.591652           -4.060309           -1.773733           -5.425249            5.000000
  870         8.0000000000000000E+000         5.3751260736912974E+000         4.7096592101897494E+000         3.5032073485398847E+000        -2.7208624738695053E-001         4.3506921188025505E+000         0.0000000000000000E+000            0.098280            0.827662           -0.511743           -2.049171           -3.699382           -5.662908           -7.913288           -8.973557           -9.298962           -3.955647           -1.805850           -2.387762           -0.253523           -1.816082           -4.117928           -1.742949           -5.411510           -4.083870           -1.787659           -1.744518           -5.438901           -5.604084           -4.067141           -1.765140           -5.435266            5.000000
  871         8.0000000000000000E+000         5.3751261735109228E+000         4.7095707666959026E+000         3.5017147609168271E+000        -2.9691231441749644E-001         4.3695396818920980E+000         0.0000000000000000E+000            0.098280            0.817452           -0.485247           -2.015561           -3.690818           -5.670962           -7.962844           -9.026083           -9.353623           -3.955892           -1.777987           -2.371344           -0.234643           -1.781268           -4.125633           -1.712198           -5.424232           -4.088894           -1.756971           -1.714292           -5.451870           -5.622270           -4.072376           -1.734445           -5.447659            5.000000
  872         8.0000000000000000E+000         5.3751262577210310E+000         4.7094828859269287E+000         3.5011915144950634E+000        -3.1877838035639727E-001         4.3893046589715663E+000         0.0000000000000000E+000            0.098280            0.791330           -0.505361           -2.036690           -3.720982           -5.706650           -8.012810           -9.076792           -9.405806           -3.989025           -1.800550           -2.398553           -0.255579           -1.801897           -4.161308           -1.733954           -5.461569           -4.123635           -1.778742           -1.736149           -5.489292           -5.661479           -4.107188           -1.756197           -5.484877            5.000000
  873         8.0000000000000000E+000         5.3751263371901796E+000         4.7093827799446686E+000         3.5012650022658747E+000        -3.3837635716460279E-001         4.4091873562624881E+000         0.0000000000000000E+000            0.098279            0.756069           -0.554352           -2.091923           -3.774667           -5.759377           -8.061958           -9.125276           -9.455330           -4.042176           -1.854684           -2.452434           -0.301134           -1.857085           -4.213836           -1.788298           -5.513791           -4.176384           -1.833066           -1.790313           -5.541495           -5.713237           -4.159911           -1.810484           -5.537137            5.000000
  874         8.0000000000000000E+000         5.3751264191074641E+000         4.7092578544672561E+000         3.5018040747993280E+000        -3.5599511648666077E-001         4.4289508875786057E+000         0.0000000000000000E+000            0.098279            0.713769           -0.625898           -2.173791           -3.846558           -5.825117           -8.109985           -9.171486           -9.502197           -4.110726           -1.933342           -2.527015           -0.365889           -1.939245           -4.279251           -1.868111           -5.577335           -4.242935           -1.912829           -1.869729           -5.604938           -5.774467           -4.226362           -1.890201           -5.600843            5.000000
  875         8.0000000000000000E+000         5.3751265009964877E+000         4.7091094795255088E+000         3.5029272021270961E+000        -3.7080382143973417E-001         4.4482384206835928E+000         0.0000000000000000E+000            0.098279            0.662907           -0.724696           -2.287714           -3.940328           -5.905723           -8.155821           -9.214011           -9.544844           -4.197442           -2.041137           -2.626540           -0.453746           -2.053850           -4.359750           -1.978683           -5.653871           -4.325669           -2.023321           -1.979656           -5.681271           -5.846434           -4.308908           -2.000644           -5.677673            5.000000
  876         8.0000000000000000E+000         5.3751265828624648E+000         4.7089293525709071E+000         3.5047819955523316E+000        -3.8182619445782584E-001         4.4666633590076730E+000         0.0000000000000000E+000            0.098279            0.601518           -0.855037           -2.438262           -4.059574           -6.001918           -8.198262           -9.251246           -9.581455           -4.304611           -2.181478           -2.755087           -0.568199           -2.205509           -4.457121           -2.124691           -5.744366           -4.426485           -2.169215           -2.124778           -5.771450           -5.929804           -4.409442           -2.146523           -5.768563            5.000000
  877         8.0000000000000000E+000         5.3751266823384185E+000         4.7086617186965523E+000         3.5072964033986604E+000        -3.8893314623073766E-001         4.4838032577742997E+000         0.0000000000000000E+000            0.098279            0.531157           -1.011124           -2.618989           -4.200457           -6.107691           -8.236320           -9.282320           -9.611105           -4.427544           -2.346024           -2.908265           -0.703724           -2.387477           -4.567233           -2.300636           -5.844182           -4.540907           -2.345034           -2.299713           -5.870861           -6.020457           -4.523533           -2.322416           -5.868746            5.000000
  878         8.0000000000000000E+000         5.3751268320504533E+000         4.7081867586548531E+000         3.5106388854165145E+000        -3.9016483677681307E-001         4.4983610813511810E+000         0.0000000000000000E+000            0.098279            0.450859           -1.201008           -2.842430           -4.371099           -6.222984           -8.266272           -9.302900           -9.629089           -4.570297           -2.540430           -3.095588           -0.865623           -2.611743           -4.692861           -2.519778           -5.953961           -4.671954           -2.564043           -2.517700           -5.980116           -6.118274           -4.654195           -2.541657           -5.978773            5.000000
  879         8.0000000000000000E+000         5.3751270952184651E+000         4.7072435845217830E+000         3.5151735615034245E+000        -3.7629908609138896E-001         4.5025470805215271E+000         0.0000000000000000E+000            0.098279            0.367708           -1.422446           -3.109030           -4.567135           -6.331589           -8.267842           -9.291845           -9.613333           -4.722954           -2.757226           -3.314682           -1.049125           -2.878302           -4.822499           -2.783741           -6.058954           -4.808351           -2.827875           -2.780398           -6.084429           -6.207605           -4.790160           -2.806000           -6.083718            5.000000
  880         8.0000000000000000E+000         5.3751274164619538E+000         4.7061066063212076E+000         3.5188105257499616E+000        -3.4923200496968732E-001         4.4899230005671180E+000         0.0000000000000000E+000            0.098280            0.328331           -1.560798           -3.280888           -4.683809           -6.371343           -8.229030           -9.243299           -9.559994           -4.802012           -2.883820           -3.450159           -1.158583           -3.049539           -4.883608           -2.955595           -6.098454           -4.874374           -2.999659           -2.951459           -6.123415           -6.235174           -4.855901           -2.978306           -6.122924            5.000000
  881         8.0000000000000000E+000         5.3751277154148145E+000         4.7051927442802883E+000         3.5204180066347703E+000        -3.2418302299095419E-001         4.4712196301476155E+000         0.0000000000000000E+000            0.098279            0.334177           -1.589839           -3.321139           -4.700357           -6.353329           -8.179067           -9.189607           -9.503529           -4.801852           -2.904004           -3.475225           -1.176956           -3.089539           -4.875896           -2.996474           -6.080956           -4.868640           -3.040518           -2.992081           -6.105703           -6.212728           -4.850062           -3.019417           -6.105236            5.000000
