# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1563   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  468         8.0000000000000000E+000         5.0583914307115991E+000         5.0551603519623480E+000         4.0749601760243870E+000         3.2189143565806937E+000         3.1773837869834178E+000         0.0000000000000000E+000            0.042769           -3.113657           -2.705909           -2.592535           -2.560498           -2.510558           -2.379845           -2.347149           -2.315692           -2.583481           -2.598849           -2.635342           -2.749820           -2.610452           -2.582691           -2.640002           -2.506528           -2.606734           -2.657905           -2.674066           -2.522583           -2.519872           -2.594518           -2.644879           -2.505185            2.000000
  469         8.0000000000000000E+000         5.0586242691362919E+000         5.0553915353224879E+000         4.0710024268532248E+000         3.2025852188696771E+000         3.1779016286407149E+000         0.0000000000000000E+000            0.042772           -3.121843           -2.725940           -2.614414           -2.583324           -2.534727           -2.407860           -2.376237           -2.345465           -2.605717           -2.620369           -2.656450           -2.769186           -2.632052           -2.604425           -2.659719           -2.530549           -2.628427           -2.678292           -2.694028           -2.546621           -2.544056           -2.616151           -2.665196           -2.529247            2.000000
  470         8.0000000000000000E+000         5.0588560962279221E+000         5.0556216884698788E+000         4.0670308249659737E+000         3.1863790485644081E+000         3.1782410042330658E+000         0.0000000000000000E+000            0.042773           -3.129219           -2.745452           -2.635771           -2.605609           -2.558352           -2.435403           -2.404866           -2.374783           -2.627422           -2.641376           -2.677030           -2.788021           -2.653129           -2.625629           -2.678885           -2.554034           -2.649587           -2.698143           -2.713445           -2.570124           -2.567713           -2.637251           -2.684974           -2.552774            2.000000
  471         8.0000000000000000E+000         5.0590860045363266E+000         5.0558499109071917E+000         4.0630447378484806E+000         3.1702949017575470E+000         3.1784002508731577E+000         0.0000000000000000E+000            0.042774           -3.135783           -2.764431           -2.656607           -2.627364           -2.581451           -2.462499           -2.433062           -2.403675           -2.648603           -2.661869           -2.697082           -2.806311           -2.673685           -2.646307           -2.697506           -2.577001           -2.670221           -2.717456           -2.732319           -2.593110           -2.590860           -2.657824           -2.704215           -2.575783            2.000000
  472         8.0000000000000000E+000         5.0593136628554678E+000         5.0560758741978731E+000         4.0590465350647387E+000         3.1542966170453419E+000         3.1784249802309628E+000         0.0000000000000000E+000            0.042775           -3.141641           -2.782963           -2.677019           -2.648694           -2.604139           -2.489256           -2.460937           -2.432259           -2.669360           -2.681940           -2.716699           -2.824139           -2.693811           -2.666558           -2.715681           -2.599559           -2.690427           -2.736329           -2.750748           -2.615686           -2.613602           -2.677969           -2.723014           -2.598384            2.000000
  473         8.0000000000000000E+000         5.0595381574721170E+000         5.0562986728003452E+000         4.0550357291602372E+000         3.1384028743970527E+000         3.1782944853549790E+000         0.0000000000000000E+000            0.042775           -3.146724           -2.800989           -2.696961           -2.669563           -2.626390           -2.515652           -2.488475           -2.460521           -2.689651           -2.701543           -2.735834           -2.841444           -2.713463           -2.686339           -2.733369           -2.621677           -2.710164           -2.754715           -2.768685           -2.637824           -2.635911           -2.697643           -2.741327           -2.620546            2.000000
  474         8.0000000000000000E+000         5.0597588781831035E+000         5.0565177022184367E+000         4.0510127734881110E+000         3.1226038063939456E+000         3.1780203955665902E+000         0.0000000000000000E+000            0.042777           -3.151038           -2.818518           -2.716454           -2.689999           -2.648240           -2.541725           -2.515715           -2.488506           -2.709501           -2.720693           -2.754505           -2.858234           -2.732656           -2.705673           -2.750594           -2.643388           -2.729454           -2.772633           -2.786152           -2.659554           -2.657814           -2.716871           -2.759172           -2.642301            2.000000
  475         8.0000000000000000E+000         5.0599758006186644E+000         5.0567329392985112E+000         4.0469787700580220E+000         3.1068675519191489E+000         3.1776389780456209E+000         0.0000000000000000E+000            0.042777           -3.154646           -2.835626           -2.735584           -2.710096           -2.669792           -2.567580           -2.542769           -2.516330           -2.728999           -2.739474           -2.772795           -2.874583           -2.751475           -2.724650           -2.767446           -2.664791           -2.748389           -2.790171           -2.803235           -2.680977           -2.679412           -2.735741           -2.776637           -2.663749            2.000000
  476         8.0000000000000000E+000         5.0601890368042319E+000         5.0569444959162109E+000         4.0429345127437433E+000         3.0911598430443084E+000         3.1771876857449497E+000         0.0000000000000000E+000            0.042779           -3.157607           -2.852389           -2.754437           -2.729949           -2.691150           -2.593322           -2.569746           -2.544109           -2.748235           -2.757971           -2.790790           -2.890567           -2.770006           -2.743358           -2.784017           -2.685986           -2.767057           -2.807415           -2.820023           -2.702192           -2.700802           -2.754345           -2.793810           -2.684990            2.000000
  477         8.0000000000000000E+000         5.0603976737608836E+000         5.0571514672405744E+000         4.0388802297503386E+000         3.0755678417767909E+000         3.1765801923760004E+000         0.0000000000000000E+000            0.042779           -3.159708           -2.868596           -2.772789           -2.749323           -2.712076           -2.618720           -2.596413           -2.571614           -2.766983           -2.775961           -2.808268           -2.905975           -2.788025           -2.761572           -2.800086           -2.706737           -2.785233           -2.824143           -2.836295           -2.722963           -2.721750           -2.772456           -2.810468           -2.705788            2.000000
  478         8.0000000000000000E+000         5.0606013888993058E+000         5.0573535347001970E+000         4.0348165844739947E+000         3.0600724520020837E+000         3.1758382204947218E+000         0.0000000000000000E+000            0.042781           -3.161198           -2.884368           -2.790689           -2.768221           -2.732528           -2.643743           -2.622727           -2.598790           -2.785270           -2.793512           -2.825295           -2.920943           -2.805595           -2.779332           -2.815696           -2.727024           -2.802953           -2.840419           -2.852112           -2.743272           -2.742246           -2.790110           -2.826674           -2.726123            2.000000
  479         8.0000000000000000E+000         5.0608001317298630E+000         5.0575506494314935E+000         4.0307434630700900E+000         3.0446317917908310E+000         3.1750031924886342E+000         0.0000000000000000E+000            0.042781           -3.162209           -2.899796           -2.808236           -2.786747           -2.752617           -2.668497           -2.648796           -2.625745           -2.803197           -2.810721           -2.841968           -2.935558           -2.822813           -2.796736           -2.830946           -2.746954           -2.820317           -2.856337           -2.867568           -2.763224           -2.762395           -2.807409           -2.842522           -2.746102            2.000000
  480         8.0000000000000000E+000         5.0609942908113572E+000         5.0577431979181853E+000         4.0266615572952960E+000         3.0292169587423494E+000         3.1741068107155974E+000         0.0000000000000000E+000            0.042782           -3.162827           -2.914933           -2.825502           -2.804984           -2.772435           -2.693073           -2.674713           -2.652571           -2.820843           -2.827654           -2.858354           -2.949872           -2.839747           -2.813861           -2.845907           -2.766618           -2.837401           -2.871967           -2.882733           -2.782910           -2.782284           -2.824426           -2.858081           -2.765815            2.000000
  481         8.0000000000000000E+000         5.0611835608117959E+000         5.0579308783792394E+000         4.0225719381663740E+000         3.0138771911917743E+000         3.1731040951899017E+000         0.0000000000000000E+000            0.042783           -3.162939           -2.929638           -2.842362           -2.822821           -2.791877           -2.717363           -2.700370           -2.679163           -2.838087           -2.844183           -2.874325           -2.963737           -2.856270           -2.830583           -2.860455           -2.785904           -2.854081           -2.887181           -2.897479           -2.802218           -2.801802           -2.841041           -2.873224           -2.785151            2.000000
  482         8.0000000000000000E+000         5.0613680742101153E+000         5.0581138233031684E+000         4.0184747067026256E+000         2.9985841701361604E+000         3.1720237802845022E+000         0.0000000000000000E+000            0.042785           -3.162629           -2.943928           -2.858882           -2.840345           -2.811052           -2.741465           -2.725872           -2.705627           -2.855003           -2.860367           -2.889934           -2.977163           -2.872440           -2.846968           -2.874648           -2.804910           -2.870427           -2.902030           -2.911858           -2.821248           -2.821041           -2.857319           -2.888004           -2.804209            2.000000
  483         8.0000000000000000E+000         5.0615478292201148E+000         5.0582920319471292E+000         4.0143709218994488E+000         2.9833531829861220E+000         3.1708548145066704E+000         0.0000000000000000E+000            0.042786           -3.161916           -2.957414           -2.874967           -2.857569           -2.830057           -2.765413           -2.751276           -2.732035           -2.871522           -2.876074           -2.904996           -2.989720           -2.888118           -2.862899           -2.888333           -2.823679           -2.886331           -2.916329           -2.925679           -2.840039           -2.840022           -2.873149           -2.902237           -2.823030            2.000000
  484         8.0000000000000000E+000         5.0617224732475679E+000         5.0584651559684506E+000         4.0102605581899180E+000         2.9682151086405630E+000         3.1695661870039156E+000         0.0000000000000000E+000            0.042787           -3.160686           -2.970375           -2.890618           -2.874406           -2.848730           -2.789103           -2.776454           -2.758241           -2.887628           -2.891335           -2.919600           -3.001720           -2.903344           -2.878404           -2.901572           -2.842099           -2.901813           -2.930168           -2.939038           -2.858481           -2.858651           -2.888556           -2.916011           -2.841503            2.000000
  485         8.0000000000000000E+000         5.0618926151605095E+000         5.0586338001584030E+000         4.0061439934517855E+000         2.9530994757053097E+000         3.1682299322181886E+000         0.0000000000000000E+000            0.042786           -3.159132           -2.982968           -2.906010           -2.891042           -2.867268           -2.812729           -2.801605           -2.784444           -2.903502           -2.906319           -2.933917           -3.013321           -2.918292           -2.893663           -2.914542           -2.860361           -2.917053           -2.943720           -2.952107           -2.876765           -2.877118           -2.903719           -2.929500           -2.859819            2.000000
  486         8.0000000000000000E+000         5.0620581971054674E+000         5.0587979080154124E+000         4.0020227885663253E+000         2.9380352975990340E+000         3.1668232754417991E+000         0.0000000000000000E+000            0.042789           -3.157199           -2.995116           -2.921078           -2.907425           -2.885626           -2.836245           -2.826682           -2.810601           -2.919085           -2.920960           -2.947880           -3.024440           -2.932894           -2.908616           -2.927182           -2.878416           -2.931989           -2.956920           -2.964821           -2.894842           -2.895371           -2.918578           -2.942638           -2.877928            2.000000
  487         8.0000000000000000E+000         5.0622191430737189E+000         5.0589574052489166E+000         3.9978966402669132E+000         2.9230445994524343E+000         3.1653229721485729E+000         0.0000000000000000E+000            0.042789           -3.154740           -3.006766           -2.935763           -2.923492           -2.903743           -2.859593           -2.851630           -2.836661           -2.934317           -2.935200           -2.961432           -3.035026           -2.947092           -2.923202           -2.939437           -2.896202           -2.946565           -2.969712           -2.977126           -2.912650           -2.913351           -2.933074           -2.955371           -2.895770            2.000000
  488         8.0000000000000000E+000         5.0623755369011443E+000         5.0591123760431218E+000         3.9937660648136193E+000         2.9081178254065261E+000         3.1637406504101824E+000         0.0000000000000000E+000            0.042790           -3.151379           -3.018015           -2.950092           -2.939227           -2.921575           -2.882746           -2.876413           -2.862590           -2.949208           -2.949082           -2.974617           -3.045186           -2.960924           -2.937443           -2.951339           -2.913691           -2.960798           -2.982139           -2.989064           -2.930161           -2.931034           -2.947226           -2.967740           -2.913315            2.000000
  489         8.0000000000000000E+000         5.0625273443985863E+000         5.0592627875078131E+000         3.9896317479233669E+000         2.8932721782172521E+000         3.1620618475394089E+000         0.0000000000000000E+000            0.042789           -3.147332           -3.028715           -2.964020           -2.954631           -2.939138           -2.905696           -2.901029           -2.888371           -2.963726           -2.962539           -2.987363           -3.054761           -2.974331           -2.951292           -2.962819           -2.930890           -2.974643           -2.994124           -3.000556           -2.947383           -2.948423           -2.960988           -2.979669           -2.930571            2.000000
  490         8.0000000000000000E+000         5.0626747281433619E+000         5.0594088018691465E+000         3.9854933635208774E+000         2.8784893878980631E+000         3.1603035430441038E+000         0.0000000000000000E+000            0.042792           -3.142891           -3.038871           -2.977603           -2.969779           -2.956513           -2.928513           -2.925547           -2.914069           -2.977932           -2.975619           -2.999709           -3.063744           -2.987363           -2.964799           -2.973918           -2.947876           -2.988153           -3.005706           -3.011640           -2.964391           -2.965592           -2.974412           -2.991196           -2.947616            2.000000
  491         8.0000000000000000E+000         5.0628178967722102E+000         5.0595506267319879E+000         3.9813509327377794E+000         2.8637439780142997E+000         3.1584913155779581E+000         0.0000000000000000E+000            0.042792           -3.137995           -3.048577           -2.990891           -2.984707           -2.973735           -2.951243           -2.950014           -2.939738           -2.991875           -2.988380           -3.011721           -3.072235           -3.000077           -2.978021           -2.984701           -2.964686           -3.001382           -3.016951           -3.022382           -2.981224           -2.982581           -2.987553           -3.002388           -2.964485            2.000000
  492         8.0000000000000000E+000         5.0629569504660861E+000         5.0596883621987132E+000         3.9772052051654878E+000         2.8490526539238932E+000         3.1566114666788647E+000         0.0000000000000000E+000            0.042791           -3.132535           -3.057664           -3.003759           -2.999340           -2.990764           -2.973842           -2.974401           -2.965336           -3.005454           -3.000674           -3.023267           -3.080065           -3.012337           -2.990851           -2.995036           -2.981268           -3.014225           -3.027725           -3.032648           -2.997828           -2.999329           -3.000305           -3.013111           -2.981127            2.000000
  493         8.0000000000000000E+000         5.0630919245102888E+000         5.0598220441093371E+000         3.9730563061698234E+000         2.8344227750421873E+000         3.1546571414492766E+000         0.0000000000000000E+000            0.042792           -3.126542           -3.066138           -3.016204           -3.013675           -3.007600           -2.996309           -2.998705           -2.990862           -3.018666           -3.012504           -3.034347           -3.087241           -3.024143           -3.003288           -3.004926           -2.997620           -3.026682           -3.038032           -3.042442           -3.014202           -3.015836           -3.012668           -3.023367           -2.997540            2.000000
  494         8.0000000000000000E+000         5.0632229921935323E+000         5.0599518449909962E+000         3.9689049365013651E+000         2.8198569800102771E+000         3.1526285189512646E+000         0.0000000000000000E+000            0.042793           -3.119942           -3.073955           -3.028197           -3.027687           -3.024215           -3.018620           -3.022906           -3.016295           -3.031485           -3.023835           -3.044929           -3.093714           -3.035464           -3.015300           -3.014335           -3.013715           -3.038721           -3.047834           -3.051726           -3.030319           -3.032074           -3.024611           -3.033121           -3.013697            2.000000
  495         8.0000000000000000E+000         5.0633501953371702E+000         5.0600778071387351E+000         3.9647512821802331E+000         2.8053588895111323E+000         3.1505227261866064E+000         0.0000000000000000E+000            0.042793           -3.112577           -3.080988           -3.039662           -3.041328           -3.040571           -3.040744           -3.046982           -3.041603           -3.043847           -3.034574           -3.054926           -3.099353           -3.046218           -3.026817           -3.023168           -3.029513           -3.050271           -3.057040           -3.060406           -3.046139           -3.048001           -3.036062           -3.042281           -3.029559            2.000000
  496         8.0000000000000000E+000         5.0634735358227703E+000         5.0601999330083984E+000         3.9605951831105544E+000         2.7909212953227911E+000         3.1483463312041278E+000         0.0000000000000000E+000            0.042794           -3.104569           -3.087345           -3.050673           -3.054653           -3.056715           -3.062716           -3.070962           -3.066822           -3.055816           -3.044807           -3.064419           -3.104266           -3.056483           -3.037909           -3.031512           -3.045062           -3.061403           -3.065735           -3.068568           -3.061708           -3.063666           -3.047090           -3.050930           -3.045172            2.000000
  497         8.0000000000000000E+000         5.0635932829970365E+000         5.0603184903404763E+000         3.9564368520879030E+000         2.7765311222236377E+000         3.1461132832236958E+000         0.0000000000000000E+000            0.042795           -3.095773           -3.092915           -3.061163           -3.067625           -3.072627           -3.084540           -3.094863           -3.091963           -3.067342           -3.054448           -3.073332           -3.108337           -3.066185           -3.048516           -3.039284           -3.060338           -3.072059           -3.073838           -3.076128           -3.077005           -3.079043           -3.057638           -3.058989           -3.060514            2.000000
  498         8.0000000000000000E+000         5.0637095209545189E+000         5.0604335631379769E+000         3.9522766950312427E+000         2.7621960509739925E+000         3.1438175323185478E+000         0.0000000000000000E+000            0.042794           -3.085948           -3.097510           -3.071004           -3.080159           -3.088246           -3.106168           -3.118654           -3.116982           -3.078315           -3.063346           -3.081528           -3.111372           -3.075191           -3.058522           -3.046336           -3.075269           -3.082121           -3.081203           -3.082938           -3.091958           -3.094056           -3.067589           -3.066310           -3.075513            2.000000
  499         8.0000000000000000E+000         5.0638222947697624E+000         5.0605451967327308E+000         3.9481149744147497E+000         2.7479209992593026E+000         3.1414552145634342E+000         0.0000000000000000E+000            0.042797           -3.075214           -3.101256           -3.080281           -3.092315           -3.103617           -3.127628           -3.142342           -3.141894           -3.088810           -3.071603           -3.089097           -3.113504           -3.083589           -3.068003           -3.052766           -3.089907           -3.091668           -3.087927           -3.089094           -3.106616           -3.108758           -3.077019           -3.072991           -3.090220            2.000000
  500         8.0000000000000000E+000         5.0639316887939794E+000         5.0606534753843988E+000         3.9439520818975851E+000         2.7337097849700953E+000         3.1390240858838485E+000         0.0000000000000000E+000            0.042797           -3.063392           -3.103920           -3.088837           -3.103976           -3.118646           -3.148856           -3.165899           -3.166663           -3.098687           -3.079034           -3.095868           -3.114474           -3.091214           -3.076813           -3.058396           -3.104150           -3.100552           -3.093831           -3.094417           -3.120878           -3.123044           -3.085783           -3.078853           -3.104533            2.000000
  501         8.0000000000000000E+000         5.0640379248846159E+000         5.0607586193384790E+000         3.9397875933689543E+000         2.7195405629788869E+000         3.1365443137332734E+000         0.0000000000000000E+000            0.042796           -3.050286           -3.105416           -3.096584           -3.115090           -3.133302           -3.169850           -3.189352           -3.191309           -3.107875           -3.085526           -3.101738           -3.114182           -3.097972           -3.084869           -3.063110           -3.117959           -3.108693           -3.098804           -3.098791           -3.134708           -3.136874           -3.093796           -3.083783           -3.118415            2.000000
  502         8.0000000000000000E+000         5.0641410393009743E+000         5.0608606650600736E+000         3.9356219050347976E+000         2.7054244091745785E+000         3.1340064101537193E+000         0.0000000000000000E+000            0.042797           -3.035884           -3.106015           -3.103613           -3.125717           -3.147614           -3.190620           -3.212680           -3.215816           -3.116446           -3.091191           -3.106800           -3.112992           -3.103956           -3.092244           -3.067006           -3.131373           -3.116163           -3.102942           -3.102310           -3.148142           -3.150289           -3.101133           -3.087878           -3.131903            2.000000
  503         8.0000000000000000E+000         5.0642410654537464E+000         5.0609596460931083E+000         3.9314552280611172E+000         2.6913631436729366E+000         3.1314094025520252E+000         0.0000000000000000E+000            0.042798           -3.020365           -3.104941           -3.109772           -3.135759           -3.161546           -3.211143           -3.235910           -3.240205           -3.124283           -3.095846           -3.110905           -3.110048           -3.109010           -3.098824           -3.069939           -3.144339           -3.122850           -3.106096           -3.104834           -3.161126           -3.163228           -3.107680           -3.090990           -3.144945            2.000000
  504         8.0000000000000000E+000         5.0643380772114490E+000         5.0610556362484811E+000         3.9272879855710725E+000         2.6773631146651979E+000         3.1287486415203678E+000         0.0000000000000000E+000            0.042798           -3.003781           -3.101646           -3.114878           -3.145104           -3.175050           -3.231380           -3.259050           -3.264473           -3.131242           -3.099274           -3.113863           -3.104525           -3.112948           -3.104460           -3.071723           -3.156786           -3.128604           -3.108077           -3.106175           -3.173592           -3.175612           -3.113290           -3.092928           -3.157472            2.000000
  505         8.0000000000000000E+000         5.0644323111708331E+000         5.0611488703373730E+000         3.9231195232336562E+000         2.6633993165651679E+000         3.1260465353285105E+000         0.0000000000000000E+000            0.042799           -2.985949           -3.097337           -3.119058           -3.153873           -3.188219           -3.251422           -3.282159           -3.288678           -3.137435           -3.101605           -3.115777           -3.097944           -3.115886           -3.109249           -3.072456           -3.168817           -3.133526           -3.108983           -3.106426           -3.185641           -3.187545           -3.118061           -3.093791           -3.169586            2.000000
  506         8.0000000000000000E+000         5.0645238637688195E+000         5.0612394442301749E+000         3.9189502015248046E+000         2.6494762027611030E+000         3.1233000806629816E+000         0.0000000000000000E+000            0.042799           -2.967261           -3.092154           -3.122315           -3.162035           -3.201029           -3.271235           -3.305232           -3.312826           -3.142865           -3.102856           -3.116690           -3.090784           -3.117845           -3.113221           -3.072188           -3.180406           -3.137641           -3.108864           -3.105646           -3.197247           -3.199002           -3.122021           -3.093629           -3.181261            2.000000
  507         8.0000000000000000E+000         5.0646128178100120E+000         5.0613274403278856E+000         3.9147803606001901E+000         2.6355982725229348E+000         3.1205061458982724E+000         0.0000000000000000E+000            0.042800           -2.948139           -3.085902           -3.124617           -3.169532           -3.213434           -3.290775           -3.328266           -3.336924           -3.147508           -3.103010           -3.116606           -3.082989           -3.118811           -3.116376           -3.070955           -3.191504           -3.140946           -3.107759           -3.103907           -3.208362           -3.209938           -3.125170           -3.092484           -3.192449            2.000000
  508         8.0000000000000000E+000         5.0646992310740426E+000         5.0614129162670132E+000         3.9106102328674064E+000         2.6217703738121059E+000         3.1176608176148131E+000         0.0000000000000000E+000            0.042801           -2.928352           -3.077791           -3.125938           -3.176354           -3.225426           -3.310035           -3.351240           -3.360947           -3.151335           -3.102063           -3.115483           -3.072927           -3.118748           -3.118671           -3.068789           -3.202101           -3.143402           -3.105716           -3.101357           -3.218976           -3.220339           -3.127466           -3.090410           -3.203140            2.000000
  509         8.0000000000000000E+000         5.0647832169588991E+000         5.0614959846908016E+000         3.9064396080345727E+000         2.6079828361178365E+000         3.1147729347545106E+000         0.0000000000000000E+000            0.042800           -2.907999           -3.068102           -3.126344           -3.182558           -3.237053           -3.329054           -3.374194           -3.384936           -3.154411           -3.100015           -3.113385           -3.060891           -3.117725           -3.120175           -3.065571           -3.212248           -3.145077           -3.102581           -3.097630           -3.229139           -3.230257           -3.128979           -3.087238           -3.213384            2.000000
  510         8.0000000000000000E+000         5.0648648586907807E+000         5.0615767283030895E+000         3.9022685354687221E+000         2.5942325802357860E+000         3.1118457810379505E+000         0.0000000000000000E+000            0.042800           -2.887356           -3.057252           -3.125886           -3.188176           -3.248334           -3.347845           -3.397156           -3.408924           -3.156788           -3.096884           -3.110390           -3.047784           -3.115806           -3.120956           -3.061200           -3.221971           -3.146034           -3.098206           -3.092293           -3.238876           -3.239721           -3.129775           -3.082804           -3.223207            2.000000
  511         8.0000000000000000E+000         5.0649441827164452E+000         5.0616551735983073E+000         3.8980975539524199E+000         2.5805337588093575E+000         3.1088673612091609E+000         0.0000000000000000E+000            0.042801           -2.866245           -3.045207           -3.124477           -3.193136           -3.259235           -3.366376           -3.420104           -3.432891           -3.158395           -3.092880           -3.106663           -3.033624           -3.112985           -3.120943           -3.055951           -3.231216           -3.146206           -3.092937           -3.086071           -3.248137           -3.248674           -3.129784           -3.077479           -3.232557            2.000000
  512         8.0000000000000000E+000         5.0650213370508830E+000         5.0617314674623728E+000         3.8939263404578095E+000         2.5668721318303760E+000         3.1058506356825379E+000         0.0000000000000000E+000            0.042802           -2.844776           -3.031877           -3.122201           -3.197516           -3.269800           -3.384686           -3.443061           -3.456855           -3.159300           -3.087887           -3.101980           -3.018157           -3.109231           -3.120194           -3.049983           -3.240044           -3.145652           -3.086979           -3.079477           -3.256978           -3.257176           -3.129065           -3.071484           -3.241492            2.000000
  513         8.0000000000000000E+000         5.0650963560982216E+000         5.0618056443177002E+000         3.8897553841127590E+000         2.5532582203694156E+000         3.1027870428308244E+000         0.0000000000000000E+000            0.042802           -2.822921           -3.017258           -3.119148           -3.201368           -3.280011           -3.402754           -3.465990           -3.480777           -3.159562           -3.081523           -3.095841           -3.001369           -3.104473           -3.118770           -3.043215           -3.248464           -3.144427           -3.080253           -3.072474           -3.265412           -3.265251           -3.127675           -3.064741           -3.250022            2.000000
  514         8.0000000000000000E+000         5.0651692988132861E+000         5.0618777628264553E+000         3.8855843772274232E+000         2.5396845997172077E+000         3.0996827816033674E+000         0.0000000000000000E+000            0.042802           -2.800675           -3.001590           -3.115366           -3.204624           -3.289777           -3.420517           -3.488851           -3.504624           -3.159176           -3.073956           -3.088485           -2.983522           -3.098858           -3.116690           -3.035551           -3.256390           -3.142550           -3.072620           -3.064598           -3.273350           -3.272817           -3.125633           -3.057096           -3.258060            2.000000
  515         8.0000000000000000E+000         5.0652402900271172E+000         5.0619479467443025E+000         3.8814133432841906E+000         2.5261464703334000E+000         3.0965427560162411E+000         0.0000000000000000E+000            0.042803           -2.778020           -2.984930           -3.110783           -3.207239           -3.299086           -3.437973           -3.511649           -3.528411           -3.158110           -3.065915           -3.080882           -2.964692           -3.092615           -3.113931           -3.026998           -3.263795           -3.139997           -3.064036           -3.055374           -3.280768           -3.279843           -3.122917           -3.048481           -3.265580            2.000000
  516         8.0000000000000000E+000         5.0653093836850216E+000         5.0620162496988144E+000         3.8772423974107308E+000         2.5126445621073756E+000         3.0933667012608677E+000         0.0000000000000000E+000            0.042802           -2.755009           -2.966792           -3.105426           -3.209472           -3.308198           -3.455300           -3.534515           -3.552243           -3.156497           -3.057475           -3.073111           -2.944312           -3.085715           -3.110568           -3.017652           -3.270951           -3.136849           -3.054603           -3.045114           -3.287935           -3.286596           -3.119602           -3.039001           -3.272852            2.000000
  517         8.0000000000000000E+000         5.0653766365330730E+000         5.0620827281068301E+000         3.8730717688783782E+000         2.4991823628813612E+000         3.0901520513877685E+000         0.0000000000000000E+000            0.042803           -2.731735           -2.946465           -3.099404           -3.211647           -3.317438           -3.472724           -3.557605           -3.576239           -3.154471           -3.048484           -3.064931           -2.921571           -3.078083           -3.106648           -3.007432           -3.278196           -3.133162           -3.044248           -3.033970           -3.295191           -3.293408           -3.115736           -3.028585           -3.280215            2.000000
  518         8.0000000000000000E+000         5.0654421592024885E+000         5.0621474916079263E+000         3.8689008841907713E+000         2.4857433640972966E+000         3.0869130303126084E+000         0.0000000000000000E+000            0.042802           -2.708632           -2.923383           -3.092801           -3.213872           -3.326982           -3.490354           -3.581028           -3.600475           -3.151993           -3.037900           -3.054770           -2.895928           -3.069523           -3.102073           -2.995888           -3.285684           -3.128844           -3.032559           -3.021586           -3.302690           -3.300420           -3.111223           -3.016856           -3.287824            2.000000
  519         8.0000000000000000E+000         5.0655059746433277E+000         5.0622105631007219E+000         3.8647296892434495E+000         2.4723261155437615E+000         3.0836508737803863E+000         0.0000000000000000E+000            0.042804           -2.685226           -2.898848           -3.085659           -3.215783           -3.336386           -3.507906           -3.604559           -3.624793           -3.149041           -3.026174           -3.043312           -2.868744           -3.060246           -3.096971           -2.983443           -3.292987           -3.124007           -3.019973           -3.008367           -3.310004           -3.307228           -3.106188           -3.004244           -3.295250            2.000000
  520         8.0000000000000000E+000         5.0655681404056523E+000         5.0622719997165317E+000         3.8605591547834397E+000         2.4589513335327018E+000         3.0803487533355893E+000         0.0000000000000000E+000            0.042804           -2.661397           -2.873686           -3.077920           -3.217038           -3.345241           -3.525070           -3.627940           -3.648968           -3.145545           -3.013858           -3.031389           -2.840889           -3.050370           -3.091379           -2.970448           -3.299713           -3.118675           -3.006833           -2.994600           -3.316740           -3.313461           -3.100663           -2.991076           -3.302101            2.000000
  521         8.0000000000000000E+000         5.0656286926039140E+000         5.0623318373696229E+000         3.8563884483784738E+000         2.4456159361294647E+000         3.0770064242454671E+000         0.0000000000000000E+000            0.042804           -2.637164           -2.847838           -3.069504           -3.217626           -3.353526           -3.541836           -3.651167           -3.672989           -3.141510           -3.001120           -3.019195           -2.812243           -3.039922           -3.085373           -2.956956           -3.305840           -3.112886           -2.993186           -2.980296           -3.322877           -3.319102           -3.094710           -2.977392           -3.308355            2.000000
  522         8.0000000000000000E+000         5.0656876899039709E+000         5.0623901342662183E+000         3.8522188159746347E+000         2.4323138061132550E+000         3.0736349924742976E+000         0.0000000000000000E+000            0.042804           -2.612550           -2.820951           -3.060423           -3.217734           -3.361445           -3.558353           -3.674355           -3.696957           -3.136989           -2.987723           -3.006372           -2.782622           -3.028869           -3.078928           -2.942816           -3.311572           -3.106634           -2.978880           -2.965333           -3.328619           -3.324342           -3.088309           -2.963050           -3.314216            2.000000
