age,bpmag,distance,dmdeep,eep,feh,kmag,logage,logg,mass,mmax,mmin,parallax,radius,rpmag,teff
3.0528705,12.844101,0.43045253,0.009186566,345.44507,-0.1786814,11.373326,9.484708,4.430858,1.0091109,1.426409,0.10000001,2.3231366,1.0129987,12.148233,6085.583
1.656566,12.946501,0.43243125,0.008776617,327.8407,0.01356709,11.39484,9.219208,4.4511704,1.062356,1.8398558,0.10000001,2.3125064,1.0153799,12.205936,5958.6543
1.5065225,12.963306,0.4332131,0.008665165,324.4585,-0.035640538,11.428752,9.177976,4.4600344,1.0513643,1.8946277,0.10000001,2.3083327,0.99990714,12.232382,5985.224
1.7221742,12.932064,0.43392766,0.00883534,329.24768,-0.016031712,11.398987,9.236076,4.449702,1.0577928,1.7992537,0.1,2.3045316,1.0149322,12.201055,5986.092
1.6775918,12.979099,0.43365365,0.008375697,327.45462,-0.019837946,11.430178,9.224686,4.4574986,1.0495914,1.8164741,0.10000001,2.3059878,1.0019543,12.241384,5963.4653
1.8023522,12.890111,0.43336827,0.009429738,331.37723,-0.006893426,11.36645,9.255839,4.441905,1.0649502,1.7712747,0.099999994,2.3075063,1.027455,12.162814,5998.8477
1.654536,12.901461,0.4337474,0.009021881,328.30005,-0.06544793,11.3997755,9.218676,4.4514036,1.0529509,1.808063,0.1,2.3054893,1.0106488,12.186193,6034.9688
1.8452678,12.952065,0.43129477,0.008258136,330.1045,-0.10485923,11.438764,9.266059,4.4605966,1.0301791,1.7193434,0.099999994,2.3185997,0.9891218,12.233639,6019.4956
1.76514,12.924522,0.431257,0.007819481,329.238,-0.114239454,11.426589,9.2467785,4.459102,1.0339175,1.743845,0.10000001,2.3188028,0.99253225,12.213106,6042.6704
1.9750443,12.88983,0.4303254,0.0079382695,333.1997,-0.095341146,11.391556,9.295576,4.449372,1.0393826,1.6805845,0.10000001,2.323823,1.0063635,12.177595,6041.448
2.100205,12.899375,0.43291312,0.008878864,334.6707,-0.14165065,11.4178505,9.322262,4.450983,1.0274222,1.6284428,0.1,2.3099322,0.99877346,12.196543,6068.365
2.008018,12.87728,0.43305853,0.00781043,333.82812,-0.15672341,11.411758,9.302767,4.4507985,1.029297,1.6483494,0.1,2.3091567,0.9998033,12.181984,6092.8203
1.3103669,12.991638,0.43363088,0.009089559,320.5523,0.077317834,11.406239,9.117393,4.45683,1.0781596,2.1161528,0.1,2.306109,1.0162771,12.232694,5912.0938
1.3303176,12.963264,0.43387836,0.009206588,321.69223,0.091086954,11.383378,9.123955,4.451353,1.0865374,2.1055067,0.10000001,2.3047936,1.0266975,12.205932,5920.0244
1.332872,12.9436455,0.43379313,0.009445546,322.11163,0.090525925,11.371274,9.124787,4.4487915,1.0896943,2.1028826,0.1,2.3052464,1.0312219,12.189584,5930.602
1.2129691,12.952229,0.43421906,0.009750705,318.75006,0.042313397,11.39882,9.083849,4.4559393,1.0782348,2.180404,0.1,2.3029852,1.0173845,12.208973,5956.951
2.1175723,12.880896,0.43680283,0.009209396,335.15842,-0.19889319,11.434996,9.325837,4.450585,1.0204017,1.6035011,0.099999994,2.2893624,0.995768,12.196069,6124.047
1.8290069,12.86508,0.43600398,0.00899444,331.67218,-0.1504431,11.410327,9.262216,4.4495535,1.0385642,1.7075973,0.1,2.2935572,1.005819,12.174069,6109.092
1.8306609,12.924152,0.43578687,0.008606461,330.55933,-0.15553385,11.449405,9.262608,4.458561,1.027411,1.7051176,0.1,2.2946997,0.9900972,12.224662,6078.8447
3.0756915,12.860025,0.4329934,0.009861823,345.36975,-0.21357667,11.401523,9.487943,4.4342947,1.0004193,1.4118502,0.099999994,2.3095038,1.004643,12.171015,6104.797
3.6218998,12.909336,0.43420786,0.010344625,348.7904,-0.23824987,11.4354315,9.558936,4.434019,0.9794258,1.3329408,0.1,2.3030443,0.99430937,12.214973,6081.135
3.533312,12.868568,0.43412942,0.011258897,348.84717,-0.24081317,11.410851,9.548182,4.429157,0.98604953,1.3424809,0.10000001,2.3034606,1.0032098,12.181334,6105.8306
3.6023972,12.875195,0.43425024,0.010376303,349.2297,-0.21712336,11.404544,9.556591,4.4265766,0.9893684,1.3416703,0.1,2.3028197,1.0079589,12.181366,6086.1016
3.2710989,12.872364,0.4338808,0.009276615,346.34146,-0.25712824,11.423893,9.514693,4.4360642,0.98665327,1.3711088,0.10000001,2.3047805,0.9957502,12.189673,6121.239
3.0404856,12.819583,0.43446913,0.010009793,345.63382,-0.24424979,11.389925,9.482943,4.4301195,1.0013559,1.4073682,0.10000001,2.3016596,1.009949,12.144487,6149.7524
3.016338,12.882191,0.43411803,0.008459232,344.44684,-0.24762812,11.432619,9.479479,4.4412236,0.9914443,1.4099513,0.10000001,2.303521,0.99224186,12.198489,6118.8853
1.2638608,13.003368,0.43166792,0.00879799,318.8299,0.03620529,11.427048,9.101699,4.464108,1.0644557,2.1419506,0.10000001,2.3165956,1.001252,12.250601,5923.866
1.1834806,12.996933,0.4281327,0.008934007,316.55698,0.050400972,11.4116955,9.073161,4.465565,1.0677427,2.2041993,0.10000001,2.3357244,1.0012547,12.239504,5911.9897
1.2822102,12.956406,0.42896244,0.009435581,319.93234,0.047590286,11.387939,9.107959,4.458375,1.0729624,2.128346,0.1,2.3312063,1.0119514,12.206398,5935.3345
1.3081349,13.004606,0.42894015,0.008667987,319.58096,0.049892336,11.416008,9.1166525,4.4640503,1.0647731,2.1034975,0.1,2.3313274,1.0015621,12.245842,5907.189
1.7354052,12.927092,0.42958242,0.008216592,328.74188,-0.07660413,11.410962,9.239401,4.457565,1.0411043,1.7702153,0.099999994,2.327842,0.9977995,12.206119,6014.263
1.6327846,12.92724,0.43094966,0.008958528,327.38782,-0.028122127,11.396756,9.212929,4.4537954,1.0549384,1.832438,0.10000001,2.3204565,1.0087729,12.197821,5990.502
1.667616,12.969585,0.4309376,0.008422959,327.15338,-0.02908191,11.422884,9.2220955,4.4591084,1.0469873,1.8170407,0.1,2.3205218,0.99885076,12.233232,5967.1562
1.5353786,12.941843,0.43030885,0.008785615,325.29245,-0.018636942,11.402815,9.186214,4.4570265,1.055797,1.8854458,0.1,2.3239121,1.0054632,12.208242,5977.6787
2.0022836,12.929994,0.4351174,0.007344717,332.9827,-0.13393778,11.440365,9.301525,4.454873,1.0275792,1.6582254,0.099999994,2.2982304,0.9942704,12.223219,6055.777
1.8575109,12.891329,0.4315167,0.008888777,331.46295,-0.09949142,11.398481,9.26893,4.451152,1.0414131,1.7172503,0.1,2.3174074,1.0053729,12.181553,6049.757
2.0104847,12.9186535,0.42763925,0.007728641,332.41653,-0.14704064,11.424318,9.303301,4.4597044,1.0202527,1.651165,0.10000001,2.3384197,0.9852549,12.210417,6049.2
2.3506255,12.917285,0.43706214,0.008606707,338.05273,-0.12479538,11.425396,9.371183,4.4445567,1.0272039,1.5726917,0.1,2.2880042,1.0060582,12.20939,6052.1914
2.0710468,12.882329,0.43523747,0.008884804,334.75323,-0.15705484,11.417714,9.31619,4.448796,1.0291362,1.6308334,0.1,2.2975962,1.0021058,12.187503,6094.3823
2.276452,12.880944,0.43170616,0.007616749,337.28363,-0.1321922,11.396815,9.357258,4.445163,1.0283384,1.5868957,0.099999994,2.3163905,1.0058708,12.176692,6064.0625
1.9434274,12.920257,0.43348002,0.008178416,332.29565,-0.10601026,11.421362,9.288568,4.4530015,1.0352129,1.6867138,0.1,2.3069112,1.0002,12.208206,6041.1333
1.9442693,12.854235,0.43099374,0.008201277,333.2338,-0.13091797,11.384439,9.288755,4.4476433,1.038438,1.677284,0.10000001,2.3202193,1.0079714,12.155923,6085.731
1.616425,12.904484,0.43162432,0.009238773,327.57358,-0.03291908,11.385952,9.208555,4.450927,1.0585754,1.8376493,0.1,2.3168297,1.0138363,12.180433,6008.127
1.6980557,12.896112,0.431513,0.009133201,329.2657,-0.014914215,11.371871,9.229952,4.4466634,1.0625412,1.8097675,0.10000001,2.3174272,1.0208001,12.168864,5998.9
2.281956,12.9275055,0.43574128,0.007382364,336.80026,-0.13067093,11.433231,9.358307,4.4488144,1.0243801,1.5861585,0.10000001,2.2949398,0.9997312,12.2187805,6048.833
1.8440642,12.93518,0.4343455,0.008774441,330.9013,-0.0679701,11.419504,9.265776,4.452624,1.043769,1.7336519,0.099999994,2.3023145,1.0047778,12.214096,6014.376
1.5836302,12.929879,0.4346831,0.008555528,326.50916,-0.09352136,11.431767,9.199654,4.458684,1.0437455,1.827373,0.10000001,2.3005264,0.9977134,12.217325,6041.302
1.5462266,12.963114,0.4338283,0.008287348,324.94452,-0.09744623,11.453069,9.189272,4.4647927,1.0373274,1.8456578,0.1,2.3050594,0.98774153,12.245555,6024.106
1.81983,12.882715,0.43401363,0.009053108,331.35944,-0.09282863,11.395799,9.26003,4.448203,1.0470794,1.7325311,0.1,2.304075,1.0115001,12.175185,6058.1543
1.8946642,12.937449,0.4340446,0.008602293,331.48914,-0.07845029,11.423449,9.277532,4.4532533,1.0399356,1.7127585,0.1,2.3039107,1.0022318,12.2176,6017.51
1.6331522,12.945122,0.43432635,0.008917745,327.29065,-0.045086294,11.420846,9.213026,4.4555235,1.0509634,1.8254237,0.099999994,2.3024163,1.0048785,12.219144,6000.5244
1.9981674,12.866098,0.4354697,0.008770794,334.55423,-0.09682745,11.385901,9.3006315,4.4419165,1.0467606,1.6728661,0.099999994,2.2963712,1.0186062,12.161793,6068.268
2.4001174,12.9109535,0.43812954,0.008940846,338.5657,-0.14878318,11.43157,9.380232,4.4442015,1.0228127,1.553626,0.10000001,2.28243,1.0043156,12.209587,6071.9014
2.4420729,12.921222,0.43158767,0.008828032,338.364,-0.12790745,11.417643,9.387758,4.4479218,1.0199425,1.5516909,0.1,2.3170264,0.99860585,12.208443,6034.851
2.2559133,12.9029255,0.43140146,0.007279576,336.2583,-0.15664375,11.420361,9.353322,4.4513416,1.0194285,1.5831776,0.099999994,2.3180265,0.9943682,12.2004,6067.1973
2.6658747,12.903797,0.42988232,0.007997151,340.80554,-0.16764867,11.414643,9.425839,4.4464602,1.0087111,1.4942918,0.1,2.326218,0.99482965,12.199168,6057.486
2.7188659,12.917023,0.42922574,0.008580839,341.07333,-0.16533625,11.420211,9.434387,4.447875,1.0057571,1.4853684,0.1,2.3297765,0.99173635,12.208984,6045.76
3.9337223,12.89554,0.4330356,0.008055262,351.24048,-0.21667561,11.409549,9.594803,4.425153,0.98030794,1.3052336,0.1,2.309279,1.004981,12.195175,6062.507
3.8338003,12.815019,0.43311316,0.008092335,351.98367,-0.21357685,11.355647,9.583629,4.4126124,0.99412686,1.3168677,0.1,2.3088655,1.0268031,12.126154,6103.443
3.987195,12.953295,0.43310088,0.007683131,350.58908,-0.22822332,11.452208,9.600667,4.435122,0.96881527,1.2961845,0.10000001,2.3089309,0.9876058,12.246836,6039.5483
3.8326187,12.914853,0.43265617,0.007967685,350.13358,-0.1974405,11.416064,9.583495,4.428599,0.9833071,1.3218837,0.1,2.311304,1.0026417,12.20805,6043.4263
3.5095637,12.917883,0.43247068,0.008489383,347.9245,-0.21083939,11.429591,9.545253,4.4362392,0.9848664,1.3546649,0.1,2.3122954,0.99453056,12.215996,6058.949
2.9421375,12.912553,0.43106824,0.008214134,342.9304,-0.20716548,11.43268,9.468662,4.445828,0.9948516,1.4343606,0.10000001,2.3198185,0.988702,12.2138605,6072.3438
3.1439695,12.896386,0.4311932,0.010308359,345.23462,-0.20338517,11.417248,9.497478,4.439442,0.99468714,1.4049692,0.10000001,2.3191462,0.99578595,12.1979475,6072.8623
2.7864583,12.883266,0.43041337,0.009189866,342.27368,-0.15633869,11.395578,9.445052,4.439765,1.0126257,1.4762003,0.1,2.323348,1.0043304,12.178868,6059.4365
2.6876228,12.869242,0.42975545,0.008920423,341.57764,-0.17378423,11.393956,9.429368,4.44147,1.0121739,1.4882773,0.1,2.3269048,1.0022411,12.1709385,6078.6304
1.8736453,12.935628,0.43427914,0.008707872,331.28802,-0.07140082,11.420396,9.272687,4.452528,1.0423793,1.7223783,0.1,2.3026664,1.0042439,12.214916,6015.306
1.7015944,12.906679,0.4329267,0.008542904,328.74167,-0.09901613,11.413632,9.230856,4.4550586,1.0429697,1.7751467,0.1,2.3098598,1.0016246,12.196679,6049.5107
2.283551,12.892827,0.43378913,0.007841453,337.46323,-0.117406964,11.402283,9.35861,4.4438453,1.0313016,1.5903649,0.1,2.3052676,1.0088568,12.185144,6053.8984
2.4115033,12.812325,0.42915523,0.009057811,339.1021,-0.2135613,11.376982,9.382287,4.442066,1.0165558,1.529101,0.10000001,2.3301592,1.0036463,12.132968,6140.6577
3.2376192,12.926217,0.429441,0.009151973,345.44882,-0.16354409,11.416125,9.510225,4.4400973,0.9963683,1.4046137,0.099999994,2.3286085,0.99594456,12.212665,6025.9146
1.2849412,12.982723,0.4327597,0.009353916,319.9185,0.05594206,11.40813,9.108883,4.4585547,1.0738182,2.1297073,0.10000001,2.3107512,1.0121528,12.229609,5926.8306
1.4058311,12.965284,0.43788856,0.009621112,323.30243,0.03149131,11.414609,9.147933,4.452872,1.0727465,1.9969386,0.099999994,2.2836862,1.0182523,12.223936,5960.242
1.4872503,12.963175,0.4335919,0.008820696,324.4738,0.020493895,11.407803,9.172384,4.454938,1.0653102,1.9346112,0.1,2.3063161,1.0124161,12.220505,5953.625
1.3256696,12.988554,0.43130684,0.008835329,320.38922,0.032008708,11.417512,9.122436,4.461603,1.0647705,2.0760245,0.1,2.318535,1.0044208,12.23837,5931.629
1.2859163,12.987205,0.42804188,0.008862358,319.33804,0.047699004,11.404944,9.109212,4.4629674,1.0667472,2.1246395,0.10000001,2.33622,1.0037048,12.231262,5915.92
1.3295417,12.996893,0.42862254,0.008568701,320.06247,0.033699214,11.41669,9.123702,4.4642854,1.061347,2.0730891,0.099999994,2.3330553,0.99969476,12.242675,5918.6924
1.3468028,12.983059,0.42809904,0.008575735,320.53693,0.015273422,11.414172,9.129304,4.464112,1.0582677,2.0446415,0.1,2.335908,0.9984623,12.234764,5934.2666
1.6149917,12.9448395,0.43476382,0.008860739,326.91187,-0.070640504,11.431775,9.20817,4.457941,1.0459234,1.822936,0.1,2.3000994,0.99965554,12.224827,6018.1997
2.0671308,12.868178,0.4313527,0.008830532,334.7605,-0.1326319,11.392229,9.315367,4.4473276,1.0338206,1.6406435,0.1,2.3182886,1.0060833,12.167353,6076.418
1.8045387,12.929104,0.43508065,0.0088034235,330.59082,-0.054195702,11.412507,9.256366,4.450666,1.0491214,1.7524967,0.1,2.2984245,1.0095795,12.206974,6012.173
1.6555555,12.945066,0.43124124,0.008734221,327.30652,-0.05704555,11.419197,9.218943,4.4583774,1.0453165,1.8109976,0.10000001,2.3188877,0.99891436,12.218952,5998.917
1.9650993,12.90295,0.4328248,0.008034651,333.1056,-0.085068285,11.400667,9.293385,4.448647,1.0418024,1.687488,0.1,2.3104038,1.0083926,12.188519,6035.059
1.8707515,12.91062,0.4336327,0.0087841945,331.56506,-0.08661726,11.409341,9.272016,4.4509287,1.042634,1.7176509,0.099999994,2.3060992,1.0062232,12.19663,6036.676
1.8592006,12.890416,0.43378824,0.00886799,331.76126,-0.0916785,11.399011,9.269326,4.4486294,1.0451928,1.7196183,0.1,2.3052723,1.0101223,12.180925,6051.573
1.8101016,12.882015,0.4307958,0.00883267,330.84985,-0.108430594,11.395718,9.257703,4.4520726,1.0411322,1.7299423,0.10000001,2.3212855,1.0041189,12.1754265,6059.716
2.1723075,12.881938,0.4318253,0.008045809,335.88724,-0.12457901,11.3967285,9.336921,4.4463654,1.0318773,1.6153512,0.10000001,2.3157513,1.0062253,12.176819,6062.3677
1.7958878,12.934244,0.43185467,0.008059397,329.78693,-0.095083654,11.425811,9.254279,4.457689,1.036539,1.739927,0.1,2.315594,0.9954144,12.217453,6026.2334
2.0254996,12.863387,0.43071645,0.008126095,334.07858,-0.16523013,11.401562,9.306532,4.450965,1.0274565,1.640398,0.1,2.321713,0.99874806,12.170086,6098.7197
2.75669,12.872635,0.42907736,0.010313788,341.78574,-0.21385393,11.409459,9.440388,4.4451427,1.0009309,1.4627696,0.10000001,2.3305821,0.9923973,12.181366,6097.551
2.823138,12.871474,0.42997015,0.009494206,342.45407,-0.19292831,11.400791,9.450731,4.441119,1.0052483,1.4579918,0.1,2.325743,0.99908376,12.176083,6085.858
1.3334552,12.950882,0.43232697,0.009268109,321.3709,0.029877782,11.396926,9.124978,4.455965,1.0715063,2.066928,0.10000001,2.313064,1.0141778,12.208185,5955.9253
1.2758292,13.035992,0.4310777,0.008490838,318.57294,0.06372306,11.434606,9.105792,4.4661303,1.065218,2.1425555,0.10000001,2.3197675,0.9993141,12.270914,5889.3843
1.2615556,12.973006,0.43107593,0.009388574,319.47784,0.060807854,11.397537,9.100906,4.4584274,1.0755994,2.1554646,0.099999994,2.319777,1.0130887,12.219205,5925.4766
1.6905493,12.961733,0.43571663,0.008594165,328.00244,-0.05596444,11.436968,9.228027,4.4569016,1.0459136,1.7966949,0.099999994,2.2950697,1.0008895,12.236077,6000.6025
2.0957177,12.868422,0.4312008,0.008827098,335.2159,-0.110979766,11.383114,9.321332,4.4449034,1.0380247,1.6405702,0.1,2.3191051,1.0109509,12.162607,6061.6084
