Unnamed: 0,kepid,teff,age,mass,feh,logg,nusini,i,Prot,Flag,Type,Source,rad,vsini,age_err_low,age_err_upp,tm_designation,kepmag,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_distance,darcsec,GminK,visflag,astflag,parflag,binflag,zpt,parallax_zpcorrected,parallax_corrected,parallax_error_corrected,distpc,ak,ak_err,kmag_corrrected,kmag_err_corrected
26,6603624,5674.0,7.82,1.01,0.28,4.32,1.13,6.9,1.2, 2 ,        MS , L \\,1.1513158949872124,5.686889840917749,-0.86,0.94,2MASS J19241119+4203097,9.087,7.918,0.024,7.623999999999999,0.024,7.566,0.024,1636042515805110273,Gaia EDR3 2101918516057137024,2101918516057137024,1586586398,2016.0,291.04645378039766,0.009270515,42.05253641464652,0.010805443,12.135910015952486,0.011204908,1083.0887,48.41603,-30.936414278718573,0.012827896,-37.243122074142335,0.01482897,-0.05164843,0.0058638384,-0.013298712,0.007384371,0.0019726048,0.0045071067,-0.2510667,-0.18945402,0.0285671,-0.046676718,415,415,410,5,1.533289,915.9131,0.09176102,11.243358,31,True,1.5398667,,,,,,,,47,29,0.020794783,50,18,0,0.004459808,164.22513,0,0,1.0535176,,,,,,,,,False,405,4508411.167948429,520.45734,8662.403,9.052308,49,2345998.523249147,793.70166,2955.7688,9.412723,49,3085884.400557104,1086.4003,2840.4673,8.5244465,0.0,1.0,0.0,0.0,0.0,1.204833,0.8882761,0.3604145,0.5278616,-58.736267,0.21117952,7,5500.0,4.5,0.25,74.17284704668032,12.19951727037654,305.8264215910369,62.89817557951605,2MASS J19241119+4203097,291.0466392411252,42.0527018279768,12.1546,-30.989,-37.205,-58.74,2000.0,5.92317910570502e-08,0.0002132344478053,-0.0346919999999997,False,False,False,False,-0.019359,12.155269015952486,12.155269015952486,0.012621250977228599,82.40008361017128,0.0,0.0,7.566,0.024
53,8760414,5873.0,11.66,0.81,-0.92,4.329,0.69,7.6,2.0," 2, 3 ",        MS , L \\,1.020413799406246,3.077707093819583,-1.61,1.28,2MASS J19375456+4459048,9.62,8.503999999999998,0.027,8.214,0.016,8.173,0.012,1636042515805110273,Gaia EDR3 2079902685497604480,2079902685497604480,340153320,2016.0,294.4756632090763,0.010383237,44.983808351569735,0.01026985,10.007642001259107,0.011104538,901.22095,303.69296,-242.7131116165748,0.0132094305,-182.537024556996,0.013898655,-0.12120408,0.032536164,-0.16183491,-0.09378887,0.105090156,-0.090118095,-0.17422877,-0.08704762,-0.057048585,-0.16162351,352,352,347,5,-0.7862582,671.33966,0.081111595,9.283221,31,False,1.5820559,,,,,,,,40,27,0.020287015,45,18,0,0.020793565,24.114405,0,0,0.9691231,,,,,,,,,False,359,3007592.930217016,606.86957,4955.913,9.491819,43,1688037.8909295655,678.57074,2487.6372,9.770086,41,1919774.9272828407,555.61456,3455.2278,9.03977,0.0,0.0,0.0,0.0,0.0,1.1995682,0.73031616,0.2782669,0.45204926,-114.762825,0.43793598,5,5500.0,4.5,-1.0,77.98396799230744,11.278986968615184,313.44148196641544,64.7750880298113,2MASS J19375456+4459048,294.4771890052149,44.9846191134301,10.0015,-242.826,-182.406,-115.524,2000.0,5.973648416130098e-08,0.0002150513429806,-0.1281809999999996,False,False,False,False,-0.016825,10.024467001259108,10.024467001259108,0.012471612670946809,99.92363834299682,0.0,0.0,8.173,0.012
45,8292840,6239.0,3.85,1.15,-0.14,4.24,1.45,76.2,7.7, 0 ,        MS , K \\,1.3470469528953106,8.537930352894172,-0.75,0.81,2MASS J19172334+4412307,10.5,9.616,0.025,9.407,0.019,9.344,0.011,1636042515805110273,Gaia EDR3 2126918008858627712,2126918008858627712,1399169237,2016.0,289.3473656565553,0.010655244,44.20844164034926,0.012482234,4.32578813487722,0.0117695,367.5422,23.06026,11.553055264217296,0.014791775,-19.9575176685388,0.015194765,-0.1873694,-0.1620205,-0.215414,0.1549517,0.1451775,0.1494715,-0.5056812,0.012991373,-0.19312209,-0.22520733,325,325,320,5,-1.9616687,677.75745,0.08649667,9.715752,31,True,1.5960103,,,,,,,,37,27,0.02400269,40,18,3,0.023263633,137.6094,0,0,0.9218422,,,,,,,,,False,313,1235984.4919464793,242.31563,5100.721,10.4573345,37,713743.310318896,349.1627,2044.1569,10.704687,37,754810.2427604053,180.98125,4170.6543,10.053301,0.0,0.0,0.0,0.0,0.0,1.1881651,0.65138626,0.2473526,0.40403366,-20.738182,0.8541664,4,6750.0,4.5,0.0,75.64406450972623,14.232669349621936,304.68410082615577,65.33469831268738,2MASS J19172334+4412307,289.347294449665,44.20853052225972,4.1836,11.479,-19.986,-20.74,2000.0,6.002035783811466e-08,0.0002160732882172,-0.0426655,False,False,False,False,-0.013794,4.33958213487722,4.33958213487722,0.013129864885146393,231.17174693262766,0.0,0.0,9.344,0.011
68,10068307,6132.0,2.36,1.47,-0.23,3.967,0.71,41.7,10.9, 0 ,        SG , L \\,2.085414942428557,6.472211510094237,-0.1,0.08,2MASS J19155470+4703404,8.179,7.188,0.024,6.964,0.017,6.944,0.027,1636042515805110273,Gaia EDR3 2127799851543104768,2127799851543104768,319414687,2016.0,288.97795743135646,0.0148058655,47.06103816821532,0.015656069,8.85974953817034,0.016932113,523.2513,34.17562,14.748043371884489,0.019538427,-30.82966663075668,0.020902965,-0.04788643,-0.13042927,0.07851539,0.002294356,0.08395606,-0.042282216,-0.13398127,-0.25022563,-0.11793579,0.04577369,352,352,347,5,-0.35818276,747.348,0.13355032,12.899388,31,False,1.5898172,,,,,,,,40,28,0.029296165,41,15,4,0.031321336,130.55746,0,0,0.9853658,,,,,,,,,False,348,10710704.477204377,2446.572,4377.8413,8.112822,38,6115642.194951984,3223.9429,1896.945,8.3724375,40,6693251.505374384,1866.5573,3585.8806,7.6838026,0.0,24.0,0.0,26.0,0.0,1.1958965,0.6886349,0.2596159,0.42901897,-14.364374,0.21622966,12,6250.0,4.0,-0.25,78.23950849861048,15.616470851298478,306.4597299442184,68.1119830391362,2MASS J19155470+4703404,288.977862258628,47.0611747654598,8.8599,14.585,-30.721,-14.36,2000.0,6.017553366793984e-08,0.0002166319212045,-0.0661780000000007,False,False,False,False,-0.019028,8.87877753817034,8.87877753817034,0.019178059615427283,112.87000785876774,0.0,0.0,6.944,0.027
9,4141376,6134.0,3.27,1.02,-0.24,4.412,0.76,64.0,13.4, 0 ,        MS , K \\,1.0407199972482144,3.4573978972637,-0.64,0.59,2MASS J19064546+3912428,11.072,10.065,0.021,9.849,0.019,9.785,0.017,1636042515805110273,Gaia EDR3 2100392428275714688,2100392428275714688,1376885169,2016.0,286.68960388783,0.009691353,39.21208479812015,0.010672066,4.663406473305395,0.011472758,406.4765,44.835194,29.61907396496821,0.012783694,33.65865443055594,0.013570428,-0.10438263,-0.037204582,0.041054156,-0.08638792,0.13408092,-0.108361155,-0.20260948,-0.08283877,-0.13571796,-0.077157006,451,451,446,5,-1.1638218,1231.1406,0.11118968,22.530994,31,False,1.5817977,,,,,,,,51,28,0.019213283,54,21,1,0.0097875325,2.4221206,0,0,0.96032333,,,,,,,,,False,442,739523.8905489509,106.78797,6925.161,11.014986,53,416064.0061260056,199.07286,2090.0088,11.290642,50,466990.2257792876,127.923744,3650.536,10.574626,0.0,0.0,0.0,0.0,0.0,1.1940848,0.7160158,0.27565575,0.44036007,,,0,,,,70.10576104519231,14.016848541784189,297.3901076470652,61.07391877579819,2MASS J19064546+3912428,286.6894345796696,39.211934879140834,4.6603,29.509,33.744,-42.5,2000.0,6.255484122055896e-08,0.000225197428394,-0.0570139999999987,False,False,False,False,-0.03085,4.694256473305395,4.694256473305395,0.012821705061002098,214.43552169948546,0.003026,0.00090780004,9.781974000008777,0.017024221008223102
81,11253226,6642.0,1.6,1.41,-0.08,4.173,2.55,49.3,3.4, 0 ,        H , L \\,1.611177431829319,17.959135291355445,-0.13,0.06,2MASS J19433962+4855442,8.438,7.615999999999999,0.02,7.468,0.02,7.458999999999999,0.016,1636042515805110273,Gaia EDR3 2134755465180650624,2134755465180650624,1296176569,2016.0,295.91509772924303,0.01591088,48.92852447604312,0.017137077,8.45611462680251,0.018556857,455.6868,70.05293,0.700745009126166,0.021177758,-70.04943092774867,0.020405192,-0.09073837,-0.009068982,-0.018166583,0.026063945,0.32569388,0.027912013,-0.1848551,7.239355e-05,-0.21057594,-0.12550047,319,319,314,5,-1.4480584,666.185,0.14343312,14.386727,31,True,1.6221328,,,,,,,,36,25,0.03074167,39,14,1,0.005372114,160.946,0,0,0.94126236,,,,,,,,,False,327,8438149.68990892,1919.0623,4397.017,8.371749,36,5094187.311521121,1748.3174,2913.7659,8.570855,36,4904564.427502785,1830.7021,2679.062,8.021395,0.0,0.0,0.0,0.0,0.0,1.1849461,0.5494604,0.19910622,0.3503542,10.186255,0.28801093,6,6750.0,4.0,0.0,82.02316180508394,12.220530250941126,319.8415569616644,67.932361090961,2MASS J19433962+4855442,295.9150934905823,48.9288356270459,8.4139,0.625,-69.995,10.19,2000.0,6.294365905459362e-08,0.0002265971725965,-0.0662510000000011,False,False,False,False,-0.018056,8.47417062680251,8.47417062680251,0.020988428102194125,118.25762115740471,0.0,0.0,7.458999999999999,0.016
22,6225718,6313.0,2.41,1.16,-0.07,4.319,0.81,29.1,6.9, 0 ,        H , L \\,1.2352725999190215,4.373707131965382,-0.43,0.53,2MASS J19491812+4134572,7.501,6.544,0.021,6.346,0.029,6.283,0.018,1636042515805110273,Gaia EDR3 2076894387328378240,2076894387328378240,1061520167,2016.0,297.3262020468533,0.0132743465,41.5816848889388,0.014947918,19.027440564891908,0.016101733,1181.7014,203.6911,104.91557233797226,0.019435838,-174.59320689785224,0.020430358,-0.11254611,0.017937817,-0.07310835,-0.085168324,0.12449635,-0.086387694,-0.20126484,0.0035334616,-0.21667881,-0.1730557,353,353,352,1,-1.4852188,765.3432,0.11941295,11.176896,31,False,1.5987461,,,,,,,,40,27,0.030063301,44,18,2,0.02074277,14.018462,0,0,0.94321275,,,,,,,,,False,366,20328988.80633542,4407.572,4612.2876,7.4170775,41,11767749.087887077,5099.163,2307.7805,7.6618085,39,12472662.810599616,5571.342,2238.718,7.0079975,0.0,19.0,0.0,19.0,0.0,1.1924062,0.653811,0.24473095,0.40908003,-1.0228769,0.1602768,14,5750.0,4.5,-0.25,75.9516901698431,7.835065907369517,314.8068174777838,60.83958524550569,2MASS J19491812+4134572,297.3255785085026,41.5824604564828,19.0091,104.941,-174.488,-1.367,2000.0,6.386978475927517e-08,0.0002299312251333,-0.0839224999999999,False,False,False,False,-0.02294,19.050380564891906,19.050380564891906,0.018300589298157217,52.55567592443986,0.0,0.0,6.283,0.018
6,3632418,6193.0,2.63,1.41,-0.12,4.024,0.98,72.3,11.2, 0 ,        MS , L \\,1.912684638862892,8.193535078824587,-0.18,0.18,2MASS J19092683+3842505,8.224,7.229,0.032,7.031,0.022,6.945,0.018,1636042515805110273,Gaia EDR3 2099606483621385216,2099606483621385216,125158201,2016.0,287.36197234512946,0.0141720055,38.71414229922824,0.015472522,9.21811430954543,0.01726815,533.82184,40.051315,28.09284380290668,0.018182125,28.546452875929816,0.019616915,0.016974766,0.0063746036,-0.061081655,0.07214989,0.12242613,0.042760134,-0.20526786,-0.14741305,-0.15201655,0.1316374,369,369,363,6,1.2866099,886.08716,0.13253343,13.539259,31,False,1.5914537,,,,,,,,42,27,0.028322732,45,17,3,0.0071283216,42.929585,1,0,1.0475204,,,,,,,,,False,373,10449996.789825492,2488.344,4199.5786,8.139577,44,5998595.381471592,2058.3687,2914.2473,8.393418,42,6512374.22369735,1547.8054,4207.489,7.713547,0.0,0.0,0.0,0.0,0.0,1.1972224,0.6798711,0.2538414,0.42602968,-18.78537,0.19560847,17,5750.0,4.0,-0.25,69.85644008302864,13.336719108688598,298.1866423596342,60.465654776305776,2MASS J19092683+3842505,287.3618130838583,38.714015303975,9.1859,27.951,28.585,-18.79,2000.0,6.406375256322283e-08,0.0002306295092276,-0.084423000000001,False,False,False,False,-0.021254,9.23936830954543,9.23936830954543,0.019555862581109498,108.4820567873076,0.0,0.0,6.945,0.018
16,5773345,6130.0,2.55,1.47,0.21,3.993,1.08,33.7,5.9, 0 ,        SG , L \\,2.0239159874695942,9.554723159325125,-0.24,0.26,2MASS J19014504+4104500,9.157,8.237,0.019,8.063,0.024,7.945999999999999,0.017,1636042515805110273,Gaia EDR3 2103850667224606720,2103850667224606720,1787534863,2016.0,285.4378361196836,0.011154819,41.08068445376527,0.012208451,5.554976819982585,0.013002827,427.213,31.817877,21.0616029016359,0.015521921,23.84923931790449,0.016144883,-0.029233944,-0.065872855,-0.14988597,0.03388468,0.1108795,0.030511104,-0.21109036,-0.038260084,-0.16861883,-0.059847914,430,430,427,3,-3.0341945,1215.403,0.12462984,21.038,95,False,,1.575565,0.0034639747,-0.08224606,-0.077022634,0.041910462,-0.10642521,0.012155661,49,29,0.022906039,55,55,0,0.014859779,34.0587,0,0,0.89651525,,,,,,,,,False,444,4315609.861819557,762.0623,5663.067,9.099761,47,2437112.2757879733,770.29626,3163.8635,9.371353,49,2702792.86911778,754.41016,3582.657,8.668364,0.0,0.0,0.0,0.0,0.0,1.1910032,0.7029896,0.27159214,0.43139744,-30.893896,0.2861113,6,6500.0,4.0,0.25,71.49298901600467,15.631990868984763,296.3418219705998,63.11513436758865,2MASS J19014504+4104500,285.4377126456641,41.0805780791266,5.4979,20.937,23.948,-30.89,2000.0,6.411053873161432e-08,0.0002307979394338,-0.0572389999999991,False,False,False,False,-0.020999,5.575975819982585,5.575975819982585,0.014641957878026095,180.01875298610787,0.0,0.0,7.945999999999999,0.017
58,9139151,6302.0,1.32,1.18,0.1,4.382,0.95,73.5,11.6, 0 ,        H , L \\,1.1587101660517374,4.811719413288404,-0.75,0.94,2MASS J18562126+4530531,9.181,8.237999999999998,0.032,7.968,0.018,7.952,0.016,1636042515805110273,Gaia EDR3 2106822131756841600,2106822131756841600,1108595195,2016.0,284.08874294999254,0.007921129,45.5150494889109,0.008964736,9.762541443487658,0.009071766,1076.1456,63.095108,22.35893409887172,0.010527394,59.00059881298437,0.010914568,-0.048198793,-0.15435183,-0.092197865,0.089119084,0.17045893,0.11620699,-0.16200797,0.107262954,0.007225494,-0.039312255,356,356,353,3,-5.485279,462.46655,0.042126294,2.3735018,31,True,1.579205,,,,,,,,40,26,0.015398915,42,17,2,0.013011025,119.352005,0,0,0.798573,,,,,,,,,False,358,4109631.067573962,755.1922,5441.8345,9.15286,42,2305588.293154496,874.68304,2635.9128,9.431588,41,2602238.1710704807,733.3021,3548.6577,8.709528,0.0,0.0,0.0,0.0,0.0,1.1942255,0.7220602,0.2787285,0.44333172,-28.345844,0.15927306,3,6250.0,4.5,0.0,75.42557604281657,18.175924864237658,296.65756287162526,67.65481671388372,2MASS J18562126+4530531,284.0886020697049,45.514786941035,9.7066,22.202,59.084,-28.35,2000.0,6.430286074458574e-08,0.0002314902986805,-0.0281399999999987,False,False,False,False,-0.01686,9.779401443487657,9.779401443487657,0.010211824753809322,102.43234364624126,0.0,0.0,7.952,0.016
87,11904151,5647.0,10.23,0.92,-0.15,4.344,0.24,64.9,40.9, 1 ,        MS , K \\,1.0688769883415614,1.121349104981094,-0.67,0.83,2MASS J19024305+5014286,10.961,9.889,0.022,9.563,0.025,9.496,0.021,1636042515805110273,Gaia EDR3 2132155017099178624,2132155017099178624,1805200262,2016.0,285.67929401534263,0.009744757,50.24148992494669,0.010513084,5.369764144202463,0.010303641,521.1521,45.3219,-18.48252382773204,0.012411257,41.38201338296359,0.013458595,-0.013930698,0.062193565,-0.068072446,-0.17022745,0.047185175,-0.158311,-0.20097707,-0.039436292,-0.13742222,-0.069117226,360,360,356,4,-2.6955009,715.4011,0.08719806,11.463339,31,False,1.5513192,,,,,,,,41,26,0.018997263,45,18,1,0.0057575256,124.68958,0,0,0.89909315,,,,,,,,,False,355,807113.660182021,99.63456,8100.7397,10.920031,39,430541.4769106057,224.45926,1918.1274,11.253505,39,539327.9908645798,152.08717,3546.1768,10.418263,0.0,4.0,0.0,0.0,0.0,1.2016517,0.8352413,0.33347416,0.50176716,-98.12169,0.39482984,10,5750.0,4.5,-0.25,80.48988219118795,18.81626758614777,303.7009956576507,71.85007908300318,2MASS J19024305+5014286,285.6794217927134,50.24130576649389,5.3618,-18.394,41.448,-98.674,2000.0,6.455328271125662e-08,0.0002323918177605,-0.0409690000000004,False,False,False,False,-0.021721,5.391485144202464,5.391485144202464,0.011498512152833283,186.2279186097332,0.003026,0.00090780004,9.492974000008777,0.0210196122927333
70,10162436,6146.0,2.46,1.45,-0.16,3.981,0.84,25.5,5.9, 0 ,        SG , L \\,2.0380639860012617,7.483400223162503,-0.11,0.1,2MASS J19545417+4708430,8.608,7.636,0.03,7.437999999999999,0.024,7.357999999999999,0.02,1636042515805110273,Gaia EDR3 2085664985422688896,2085664985422688896,881663491,2016.0,298.7258814853439,0.010895447,47.14514696541786,0.011451274,7.2984248414057635,0.01202065,607.1572,32.69246,19.458641910650027,0.0150495665,-26.27085936806224,0.014353423,-0.14959177,0.018718978,-0.031984136,0.10788213,0.108277984,0.091714144,-0.22166169,-0.09515507,-0.025959194,-0.08674284,353,353,351,2,-3.107523,608.0128,0.07830438,5.467506,31,True,1.5913717,,,,,,,,40,27,0.021484654,43,17,4,0.015002629,100.65066,0,0,0.88330245,,,,,,,,,False,355,7332505.3263772605,1057.917,6931.078,8.524236,39,4204885.828748471,1817.7032,2313.2961,8.779157,40,4551152.978912709,1294.1449,3516.726,8.1025915,0.0,0.0,0.0,0.0,0.0,1.1941401,0.6765652,0.25492096,0.4216442,-52.976154,0.27282476,8,6250.0,4.0,0.0,81.34514010138366,9.716933485235044,321.97563275828355,65.48270569322335,2MASS J19545417+4708430,298.7257549975734,47.1452631317489,7.249,19.35,-26.124,-52.98,2000.0,6.57482251409976e-08,0.0002366936105075,-0.0837640000000004,False,False,False,False,-0.018737,7.317161841405763,7.317161841405763,0.013583889043105106,137.01586598888483,0.0,0.0,7.357999999999999,0.02
48,8394589,6143.0,4.45,1.04,-0.29,4.322,1.01,71.1,10.9, 0 ,        MS , L \\,1.165602535044603,5.146046767733364,-0.83,0.94,2MASS J20015142+4421140,9.522,8.54,0.02,8.284,0.017,8.226,0.019,1636042515805110273,Gaia EDR3 2076084974972891392,2076084974972891392,884348684,2016.0,300.46467859828664,0.009698148,44.353925548066734,0.009927553,8.027496648580739,0.010935242,734.09406,65.723,65.71581521019328,0.013590241,-0.9715335918109588,0.013099281,-0.11715861,-0.044682585,-0.06609109,-0.10353629,0.030425759,-0.12018105,-0.16680686,-0.20358695,-0.0964179,-0.073697664,377,377,371,6,-2.7966106,626.51764,0.072574764,6.331956,31,False,1.5897897,,,,,,,,43,27,0.019219479,48,17,2,0.012032379,4.1348104,2,0,0.8975574,,,,,,,,,False,364,2998463.504142504,430.75577,6960.9365,9.49512,46,1717415.6786189778,1057.7623,1623.631,9.751353,47,1882320.241864584,1734.472,1085.2411,9.061162,0.0,23.0,0.0,23.0,0.0,1.2005268,0.69019127,0.25623322,0.43395805,23.113676,0.40894237,12,6250.0,4.5,-0.25,79.53513125785835,7.255723531627632,321.5957513994097,62.44394091373621,2MASS J20015142+4421140,300.4642711102629,44.3539296402681,8.0406,65.552,-0.907,23.11,2000.0,6.60980884756459e-08,0.0002379531185123,-0.0268800000000002,True,False,False,True,-0.017311,8.044807648580738,8.044807648580738,0.01228119444117984,124.57183649859262,0.0,0.0,8.226,0.019
8,3735871,6107.0,2.35,1.09,-0.04,4.396,0.69,70.4,15.8, 0 ,        MS , L \\,1.0958397823837094,3.3052021384800243,-0.85,1.04,2MASS J19121663+3849036,9.709,8.731999999999998,0.027,8.505,0.021,8.477,0.018,1636042515805110273,Gaia EDR3 2099574421688108928,2099574421688108928,1104412434,2016.0,288.06919360023454,0.008861453,38.81756817993119,0.010626808,8.107303413589875,0.011195424,724.16223,28.592272,-17.058488651443618,0.010733222,-22.946153400872905,0.011718009,0.0013519448,0.05824821,0.017749447,-0.007330975,0.2798611,-0.03725679,-0.25881216,-0.09035787,-0.15407391,0.053915188,363,363,360,3,-0.8479432,706.6429,0.07169302,7.22089,31,False,1.5814582,,,,,,,,41,25,0.01677234,46,19,3,0.012884527,6.7260284,0,0,0.96741784,,,,,,,,,False,362,2596182.049990095,340.5968,7622.4497,9.651529,45,1460610.291658473,500.64722,2917.444,9.927206,43,1639700.3169906083,464.0943,3533.119,9.210984,0.0,0.0,0.0,0.0,0.0,1.1941807,0.7162218,0.27567673,0.44054508,6.936688,0.29428315,6,6250.0,4.5,-0.25,70.18723387397523,12.87740254069353,299.3219616248323,60.4305897739943,2MASS J19121663+3849036,288.0692911739561,38.8176698403608,8.1635,-17.109,-22.859,6.94,2000.0,6.681641367400305e-08,0.0002405390892264,-0.0574709999999996,False,False,False,False,-0.017844,8.125147413589875,8.125147413589875,0.012559642870652645,123.34557484597765,0.0,0.0,8.477,0.018
78,10963065,6140.0,7.15,0.99,-0.19,4.277,0.67,41.8,11.5, 0 ,        MS , L \\,1.1977092701116887,3.507745574404464,-1.61,1.92,2MASS J18590868+4825236,8.769,7.784,0.021,7.538999999999999,0.021,7.486,0.018,1636042515805110273,Gaia EDR3 2131593785132997632,2131593785132997632,997695133,2016.0,284.7862168107318,0.011420498,48.42326349190255,0.012265118,11.21760480793612,0.012578515,891.8067,10.389056,4.703620178938161,0.013499839,9.263284507683265,0.016180791,-0.22673911,-0.24395014,0.005367195,0.20062968,0.17933187,0.1012646,-0.2725725,0.013668767,-0.2687885,-0.035403386,290,290,286,4,-3.3979025,464.33057,0.07141075,5.186848,31,False,1.5871308,,,,,,,,33,24,0.023092091,34,13,0,0.010046808,166.10513,0,0,0.8590208,,,,,,,,,False,291,6191172.485452784,1105.4926,5600.3745,8.707934,33,3516780.402605367,2081.8696,1689.2415,8.973179,32,3885937.1291239047,1343.4236,2892.5627,8.274156,0.0,1.0,0.0,0.0,0.0,1.1956891,0.69902325,0.26524448,0.43377876,-54.916615,0.24061887,6,6000.0,4.5,-0.25,78.47516544388748,18.73849107659983,300.188340345361,70.31705963945224,2MASS J18590868+4825236,284.7861860459896,48.42322193953638,11.2346,4.585,9.362,-54.92,2000.0,6.856161917862586e-08,0.000246821829043,-0.0610660000000002,False,False,False,False,-0.017047,11.23465180793612,11.23465180793612,0.014198857993765336,89.14559009001012,0.0,0.0,7.486,0.018
44,8228742,6122.0,2.89,1.38,-0.08,4.035,0.64,37.9,11.0, 0 ,        MS , L \\,1.8684150499984693,5.227032525790786,-0.18,0.16,2MASS J19204792+4409188,9.369,8.386,0.027,8.157999999999998,0.02,8.115999999999998,0.022,1636042515805110273,Gaia EDR3 2126880208846372224,2126880208846372224,1039057941,2016.0,290.1999497218971,0.00976556,44.15523442051687,0.010646354,5.680668260895478,0.010929026,519.77814,33.21942,32.713694922664374,0.013267036,5.774442707418464,0.013182647,-0.028512655,-0.059514076,-0.24431081,-0.08930867,0.20248239,-0.111601226,-0.28442404,-0.08348189,0.081869066,0.07028838,334,334,330,4,-2.245443,557.1114,0.06858345,6.34318,31,True,1.5817466,,,,,,,,39,28,0.019364819,42,17,2,0.022440702,20.882214,0,0,0.91223735,,,,,,,,,False,341,3443522.4558807206,482.57742,7135.689,9.344859,40,1935711.578067194,1070.381,1808.4324,9.621441,40,2181390.9557308443,387.28232,5632.56,8.901062,0.0,0.0,0.0,0.0,0.0,1.1956079,0.7203789,0.27658176,0.4437971,11.570278,0.21684685,5,6000.0,4.0,-0.25,75.8548818001653,13.654056499790338,306.0245296551974,65.0880677840922,2MASS J19204792+4409188,290.199747631002,44.1552082381334,5.6587,32.616,5.905,11.57,2000.0,6.93214791274624e-08,0.0002495573248588,-0.0241410000000001,False,False,False,False,-0.017083,5.697751260895479,5.697751260895479,0.012286819405598698,176.0356271609432,0.0,0.0,8.115999999999998,0.022
75,10644253,6045.0,2.39,1.1,0.06,4.396,0.24,55.6,38.0, 0 ,        MS , L \\,1.1008550936315569,1.1548970437402253,-0.96,1.12,2MASS J18434242+4756159,9.16,8.167,0.023,7.929999999999999,0.017,7.873999999999999,0.026,1636042515805110273,Gaia EDR3 2119828460957942528,2119828460957942528,743187290,2016.0,280.9267131828562,0.009786939,47.93799413648971,0.010438904,10.352110122811036,0.010777261,960.5511,48.63795,-7.461105935033869,0.012746778,48.062272037007055,0.012839859,-0.093246646,0.07936454,-0.15008675,0.020433303,0.10229105,-0.0027873805,-0.2586326,-0.26860064,-0.042939775,-0.10314433,356,356,350,6,-2.069026,607.18994,0.07746752,7.9295874,31,False,1.5737276,,,,,,,,41,28,0.01878739,46,18,0,0.017105214,126.215195,0,0,0.9213365,,,,,,,,,False,375,4189164.765443156,631.0688,6638.206,9.132049,41,2327904.8553394144,1561.6855,1490.6361,9.421129,37,2677991.128515728,1034.1562,2589.542,8.678372,0.0,0.0,0.0,0.0,0.0,1.1949627,0.74275684,0.28908062,0.45367622,-18.765306,0.21964069,4,6000.0,4.5,0.0,77.10244697750262,21.016734873913613,292.39379265681043,70.52904176453619,2MASS J18434242+4756159,280.926762529237,47.9377797942463,10.2961,-7.442,48.242,-18.77,2000.0,6.938251109071526e-08,0.0002497770399265,-0.0279509999999998,False,False,False,False,-0.016295,10.368405122811035,10.368405122811035,0.012133296575437987,96.59866328087878,0.0,0.0,7.873999999999999,0.026
