kepid,iso_age,iso_age_upp,iso_age_low,iso_mass,iso_mass_upp,iso_mass_low,iso_radius,iso_radius_upp,iso_radius_low,iso_teff,iso_teff_upp,iso_teff_low,iso_feh,iso_feh_upp,iso_feh_low,iso_kmag,iso_kmag_upp,iso_kmag_low,iso_parallax,iso_parallax_upp,iso_parallax_low,teff,feh,kmag,parallax,teff_err,feh_err,kmag_err,parallax_err,binflag,dteff,dsigmateff,dfeh,dsigmafeh,dkmag,dsigmakmag,dparallax,dsigmaparallax,dsigmaobs,idx,acf,Prot,e_Prot,Rvar,LPH,w,D,N,C,G,T,F,R,M1,M2
10973814,3.4973386499999997,3.7563550580000005,2.4282477779999994,0.9474872000000001,0.03830194199999992,0.04913518080000001,0.8990020299999999,0.018252362000000133,0.017378500399999885,5498.5705,82.01605199999995,86.39579599999979,0.08705233,0.08121499959999999,0.08664308093039999,13.104692,0.03366160000000029,0.03395783999999935,1.2430083,0.017382615999999906,0.01715985200000003,5546.7,0.115,13.108976638168096,1.2459130830308758,110,0.1,0.034884801665792,0.0179675510997567,False,-48.12950000000001,-0.43754090909090915,-0.027947670000000008,-0.2794767000000001,-0.004284638168096322,-0.12282248897799622,-0.0029047830308757128,-0.16166827714852283,0.5574686256695626,True,False,28.13, 2.96,1274.0,0.220138, 0.000000,0,0,0,0,0,0,0,1,0
7455981,11.1530355,1.1413817999999996,1.1227084600000001,0.9732512,0.04090908800000004,0.03852470919999995,1.6693845500000002,0.029882489999999873,0.029923774000000014,5487.222,107.7427200000011,106.72533600000042,-0.0262256265,0.09827708809999999,0.09661963445999999,11.893444,0.01950399999999952,0.019496160000000984,1.17394775,0.012597077999999984,0.012303965999999944,5465.2,-0.045,11.892817999362943,1.1742456222313733,110,0.1,0.0200344940026021,0.0125785659096937,False,22.021999999999935,0.2001999999999994,0.018774373499999997,0.18774373499999997,0.0006260006370570892,0.031246141628322812,-0.00029787223137334173,-0.023680937358986673,0.27724512293746023,True,False,54.29,15.63,573.0,0.169926, 0.000000,0,0,0,0,0,0,0,1,0
11403339,2.9653449,3.65270198,2.123157412,0.9428921299999999,0.031050426000000075,0.04316819719999998,0.876412065,0.012457735000000025,0.012157927400000101,5346.0851999999995,80.2482400000008,79.89551999999912,0.17287344999999998,0.09089246560000003,0.08458717039999998,12.4526435,0.023879659999998637,0.02447313999999956,1.7478095,0.014247915999999972,0.014282243999999888,5434.9,0.226,12.456948000017553,1.7502361607993409,110,0.1,0.0250658413732174,0.0145523462191938,False,-88.8148000000001,-0.8074072727272736,-0.05312655000000002,-0.5312655000000002,-0.004304500017552115,-0.17172772912188897,-0.0024266607993408407,-0.166753921518181,0.9957142254855038,True,False,30.68, 3.31,2274.0,0.3329, 0.210212,0,0,0,0,0,0,0,0,1
8480285,9.562341499999999,1.497086900000001,1.4572225399999983,0.943297085,0.04718500940000003,0.04078598499999997,1.45725825,0.03230647799999997,0.03136251400000001,5951.9058,108.43071999999938,107.52608000000055,-0.28564361,0.09735201479999997,0.10007384279999998,12.5941355,0.02642065999999943,0.026424980000001597,0.934904935,0.013979289000000006,0.013886531000000035,5931.7,-0.309,12.592844000518324,0.9346724937796468,110,0.1,0.0265644053172726,0.0142690609002664,False,20.205800000000636,0.1836890909090967,0.023356390000000005,0.23356390000000005,0.0012914994816757286,0.048617669631624505,0.0002324412203532633,0.016289875134594435,0.3015341031036637,True,False,32.03, 0.30,613.0,0.0918, 0.000000,0,0,0,0,0,0,0,1,0
8030148,10.430178,1.220073600000001,1.2230054799999994,0.9582650500000001,0.04436093799999985,0.04028743639999999,1.6126954,0.030453048000000038,0.029757551999999965,5687.657,109.81243199999972,106.66629199999988,-0.15762494,0.10071413427999998,0.10098446919999998,11.877769,0.023835319999999882,0.023864760000000373,1.20189885,0.012783925999999779,0.0128286660000001,5672.0,-0.174,11.87671400219202,1.201758510073898,110,0.1,0.0241602193439349,0.0128346367401413,False,15.657000000000153,0.14233636363636504,0.016375059999999997,0.16375059999999997,0.0010549978079801292,0.04366673137199693,0.00014033992610218426,0.010934468107169757,0.2215857518774264,True,False,112.96, 7.60,625.0,0.145347, 0.000000,0,0,0,0,0,0,0,1,0
3745690,6.346580149999999,3.3695436900000004,3.0782395579999995,0.9774239950000001,0.06680478899999986,0.06295383900000007,1.0538758,0.02154760000000011,0.020927120000000077,5826.5334,102.72335199999998,101.2493199999999,-0.0166231845,0.0945133221,0.0945597395,12.55054,0.030539740000000037,0.030656159999999488,1.3268705,0.014839419999999937,0.01466438800000014,5810.5,-0.034,12.548792000070216,1.3267968160932084,110,0.1,0.0308665265288595,0.0149481065185675,False,16.033400000000256,0.14575818181818415,0.017376815500000004,0.17376815500000004,0.0017479999297833615,0.056630924381757736,7.368390679163284e-05,0.004929313736165032,0.2338208266799362,True,False,75.74,22.62,1693.0,0.274479, 0.000000,0,0,0,0,0,0,0,1,0
9458343,6.2857368000000005,3.932575119999999,3.6667508680000003,0.901058285,0.06015819340000006,0.05481633499999994,0.92388423,0.015359368399999962,0.014962985199999945,5745.408149999999,93.18037800000093,92.50326199999927,-0.163581685,0.08889473860000001,0.09037123620000001,12.646006,0.023428480000001528,0.023333959999998655,1.4638356,0.013194560000000077,0.013551347999999797,5726.0,-0.183,12.644870000742376,1.463299996699181,110,0.1,0.0234436029595665,0.0137280536826396,False,19.408149999999296,0.17643772727272086,0.01941831499999999,0.19418314999999992,0.0011359992576238653,0.04845668388016717,0.0005356033008188099,0.03901523939232042,0.269643480296832,True,False,47.22,14.29,882.0,0.150615, 0.000000,0,0,0,0,0,0,0,1,0
10991114,5.342003849999999,4.45475487,3.4740331819999994,0.905366075,0.04551719700000001,0.04945988460000006,0.8783673750000001,0.014351945799999877,0.01394950220000013,5412.0718,87.54716000000099,88.89805199999955,0.056619181500000004,0.08606451169999998,0.08608593542000001,12.448272750000001,0.02664056999999964,0.02602291000000001,1.73906925,0.014026509999999881,0.01439954599999993,5418.6,0.053,12.448896000035107,1.7390855626383046,110,0.1,0.0272430838010163,0.0146188134213612,False,-6.528200000000652,-0.059347272727278653,0.0036191815000000058,0.03619181500000006,-0.0006232500351064374,-0.02287736732224078,-1.6312638304594174e-05,-0.0011158660990062254,0.07318856021201581,True,False,23.8, 2.98,1375.0,0.137949, 0.000000,0,0,0,0,0,0,0,1,0
8890783,3.01038615,3.6789185020000006,2.1019375023999998,0.9726785849999999,0.03344313500000018,0.048413780999999934,0.9084958000000001,0.013713491999999938,0.013176109200000119,5400.7378,78.92835999999988,77.73451999999997,0.22220348,0.09431559039999998,0.0879363416,12.5572675,0.023699660000000122,0.023314819999999514,1.5955126,0.015761648000000017,0.01573005999999988,5479.2,0.265,12.560792000070215,1.5984313800399623,110,0.1,0.0241193378838804,0.0160956862490304,False,-78.46219999999994,-0.7132927272727267,-0.042796520000000005,-0.42796520000000005,-0.0035245000702150975,-0.14612756316874748,-0.0029187800399623764,-0.18133927282151163,0.8638159084991869,True,True,26.22, 0.24,4366.0,0.701462, 0.441077,0,0,0,0,0,0,0,0,0
5613821,4.5954365,3.9598526200000013,2.9881760479999997,0.939173815,0.048102094600000034,0.05463528299999998,0.9182762250000001,0.01295558699999988,0.012180011400000024,5601.63815,84.94489000000067,89.97127,0.011074602999999999,0.083538031,0.0882969118,11.93781975,0.02044133000000059,0.020694749999998763,2.063671,0.012088720000000386,0.012138215999999868,5612.7,0.013,11.937844000518322,2.063816663191158,110,0.1,0.0207284256483781,0.0124292739184243,False,-11.06185000000005,-0.10056227272727318,-0.0019253970000000006,-0.019253970000000006,-2.4250518322332937e-05,-0.0011699160724360379,-0.00014566319115827397,-0.011719364470868479,0.10306404932881771,True,False,28.18, 0.81,1045.0,0.075286, 0.079714,0,1,0,0,0,0,0,0,1
